VOLKRAJ;KSTRANA;PORCISLO;JMENO;PRIJMENI;TITULPRED;TITULZA;VEK;POVOLANI;BYDLISTEN;BYDLISTEK;PSTRANA;NSTRANA;PLATNOST;POCHLASU;POCPROC;MANDAT;SKRUTINIUM;PORADIMAND;PORADINAHR;POHLAVI
1;22;1;Pavel;Dohnal;Ing.;;60;jednatel společnosti, čestný předseda strany Moravané, zastupitel města;Hluk;592170;83;83;A;13;3,72;N;0;0;0;
1;22;2;Eduardo Junior;Fernandez Gomez;Ing.;;40;procesní inženýr;Praha;1;99;83;A;12;3,43;N;0;0;0;
1;22;3;Jiří;Zvoníček;Bc.;;48;fyzioterapeut;Zlín;585068;83;83;A;8;2,29;N;0;0;0;
1;22;4;Ondřej;Havel;Mgr.;Ph.D.;48;historik;Praha;1;99;83;A;10;2,86;N;0;0;0;
1;22;5;Jarmila;Damajková;;;57;ekonomka;Mladeč;504246;99;83;A;3;0,85;N;0;0;0;
1;22;6;Martin;Klimenta;Mgr.;;55;učitel ZŠ, cestovatel;Praha;1;99;83;A;8;2,29;N;0;0;0;
1;22;7;Věra;Hejtmánková;;;73;redaktorka;Brno;3;83;83;A;5;1,43;N;0;0;0;
1;22;8;Jiří;Petržela;Ing.;;61;správce počítačových sítí;Olomouc;500496;99;83;A;1;0,28;N;0;0;0;
1;22;9;Eliška;Plačková;;;55;průvodkyně;Kroměříž;588296;83;83;A;13;3,72;N;0;0;0;
1;22;10;Nikola;Tejkalová;Bc.;MBA;24;pedagog volného času;Újezd;505501;99;83;A;3;0,85;N;0;0;0;
1;22;11;Jaroslav;Gál;Ing.;;45;manažer kvality, kynolog záchranné brigády;Zlín;585068;99;83;A;4;1,14;N;0;0;0;
1;22;12;Vladimír;Lorek;;;37;sociální pracovník;Litovel;503444;83;83;A;8;2,29;N;0;0;0;
1;22;13;Giovanna;Minutello;Mgr.;;56;překladatelka, tlumočnice;Brno;3;99;83;A;2;0,57;N;0;0;0;
1;22;14;Adriana;Ondračková;;;49;podnikatelka;Týnec nad Sázavou;530841;99;83;A;3;0,85;N;0;0;0;
1;22;15;Jiří;Ficnar;;;61;obchodní ředitel;Jedlí;536288;99;83;A;1;0,28;N;0;0;0;
1;22;16;Věra;Melušová;Ing.;;38;ekolog;Kladky;589594;99;83;A;5;1,43;N;0;0;0;
1;22;17;Petra;Bulíčková;;;39;provozní hotelu;Pozlovice;549401;99;83;A;6;1,71;N;0;0;0;
1;22;18;Miroslava;Valčíková;Mgr.;;62;pedagogicko-sociální a zdravotní pracovnice;Valašské Klobouky;585891;99;83;A;3;0,85;N;0;0;0;
1;22;19;Jaroslav;Jeřábek;MgA.;;44;výtvarník a pedagog;Slavičín;585751;99;83;A;6;1,71;N;0;0;0;
1;22;20;Josef;Kroupa;;;63;bytový technik;Velká Lhota;545147;83;83;A;1;0,28;N;0;0;0;
1;22;21;František;Odstrčilík;;;83;inspektor technické inspekce Praha, zasloužilý hasič;Kroměříž;588296;99;83;A;3;0,85;N;0;0;0;
1;22;22;Yvetta;Vaňková;;;56;učitelka mateřské školy;Bojkovice;592048;99;83;A;4;1,14;N;0;0;0;
1;22;23;Aleš;Bardoň;;;74;sklář;Rožnov pod Radhoštěm;544841;83;83;A;2;0,57;N;0;0;0;
1;22;24;Pavel;Franta;;;72;důchodce;Černošice;539139;99;83;A;0;0;N;0;0;0;
1;22;25;Jaroslav;Pazour;Ing.;;84;projektant energetických zařízení;Klentnice;584541;83;83;A;1;0,28;N;0;0;0;
1;22;26;Zbyšek;Ištok;;;62;správce hřiště;Zlín;585068;99;83;A;0;0;N;0;0;0;
1;22;27;Milena;Fialová;;;65;přadlena;Choceň;580350;99;83;A;6;1,71;N;0;0;0;
1;22;28;Bernard;Franta;;;45;technik IT;Boršice;592064;83;83;A;3;0,85;N;0;0;0;
1;22;29;Věra;Polášková;;;55;referentka dopravy;Žádovice;586781;99;83;A;5;1,43;N;0;0;0;
1;22;30;Martina;Horáková;;;46;referentka odpadového hospodářství;Cholina;502839;99;83;A;7;2;N;0;0;0;
1;22;31;Jan;Fučík;;;78;technik, myslivec;Brno;3;83;83;A;3;0,85;N;0;0;0;
1;22;32;Ludmila;Vařeková;;;57;laborantka;Litovel;503444;99;83;A;10;2,86;N;0;0;0;
1;22;33;Simona;Látalová;;;41;administrativní pracovnice;Senice na Hané;505081;99;83;A;10;2,86;N;0;0;0;
1;22;34;Milan;Buček;;;58;řidič mezinárodní kamionové dopravy;Bruntál;597180;99;83;A;7;2;N;0;0;0;
2;1;1;Magdaléna;Davis;Mgr.;Ph.D.;45;starostka;Mníšek pod Brdy;540765;5;5;A;733;10,7;N;0;0;0;
2;1;2;Martin;Mach;Ing.;;53;ekonom, starosta;Mšeno;535052;5;5;A;174;2,54;N;0;0;0;
2;1;3;Zdeňka;Perglová;Bc.;;40;členka předsednictva Zelených, manažerka;Velké Přílepy;539813;5;5;A;296;4,32;N;0;0;0;
2;1;4;Kateřina;Pazderů;Ing.;Ph.D.;48;vysokoškolský pedagog;Zákolany;533092;5;5;A;326;4,76;N;0;0;0;
2;1;5;Jana;Krumpholcová;Ing.;MSc.;41;učitelka, koučka, krajská zastupitelka;Mladá Boleslav;535419;5;5;A;350;5,11;N;0;0;0;
2;1;6;Jaroslav;Smutný;MUDr.;;66;lékař;Příbram;539911;5;5;A;124;1,81;N;0;0;0;
2;1;7;Jana;Vidímová;;;58;podnikatelka v ubytovacích službách, radní;Jesenice;539325;5;5;A;58;0,84;N;0;0;0;
2;1;8;Daricha;Moravčíková;Ing.;;58;inženýr ve strojírenství;Lešany;530051;5;5;A;65;0,94;N;0;0;0;
2;1;9;Martina;Chmelová;;;30;zakladatelka Náboru hrdinů;Dobrovice;535672;99;5;A;136;1,98;N;0;0;0;
2;1;10;Ondřej;Novák;Ing.;;39;státní zaměstnanec;Kladno;532053;5;5;A;51;0,74;N;0;0;0;
2;1;11;Alena;Šálová;;;62;OSVČ - majitelka CK A.Ša s.r.o.;Příbram;539911;5;5;A;69;1;N;0;0;0;
2;1;12;Robert;Šenk;Ing.;;44;vedoucí oddělení a lesník ve Správě CHKO Kokořínsko - Máchův kraj;Mělník;534676;5;5;A;189;2,76;N;0;0;0;
2;1;13;Eva;Češpivová;;;49;tlumočnice a lektorka cizích jazyků;Kladno;532053;5;5;A;127;1,85;N;0;0;0;
2;1;14;Michal;Karásek;;;44;produktový manažer (alternativní zdroje);Církvice;599476;5;5;A;25;0,36;N;0;0;0;
2;1;15;Iva;Kofroňová;Mgr. Ing.;;56;vedoucí daňové kanceláře;Maršovice;530115;5;5;A;39;0,56;N;0;0;0;
2;1;16;Jiří;Čejka;Ing.;;67;aplikační specialista ve zdravotnictví;Semčice;536610;5;5;A;64;0,93;N;0;0;0;
2;1;17;Radka;Matějovská;;;44;referentka ve státní správě;Kladno;532053;5;5;A;53;0,77;N;0;0;0;
2;1;18;Václav;Vidím;Bc.;;28;distributor knižního vydavatelství;Praha;1;5;5;A;102;1,48;N;0;0;0;
2;1;19;Jana;Zůnová;Mgr.;;42;učitelka;Slaný;532819;5;5;A;105;1,53;N;0;0;0;
2;1;20;Petra;Honcová;Mgr.;;36;průvodkyně v lesním klubu;Benátky nad Jizerou;535451;5;5;A;237;3,46;N;0;0;0;
2;1;21;Karel;Výborný;Mgr.;Ph.D.;47;vědecký pracovník v neurovědách;Divišov;529621;5;5;A;115;1,67;N;0;0;0;
2;1;22;Petr;Brož;Mgr.;Ph.D.;37;vědec, mimozemský vulkanolog;Jesenice;539325;5;5;A;146;2,13;N;0;0;0;
2;1;23;Milan;Macoun;Ing. arch.;;42;architekt, pedagog na VŠ;Mnichovo Hradiště;536326;5;5;A;67;0,97;N;0;0;0;
2;1;24;Vladimír;Vedral;;;53;projektový manažer;Milovice;537501;5;5;A;34;0,49;N;0;0;0;
2;1;25;David;Hynek;;;46;podnikatel v kovovýrobě;Žehušice;534650;5;5;A;25;0,36;N;0;0;0;
2;1;26;Petra;Gudeljová;Ing.;MBA;32;administrativní zaměstnanec;Mladá Boleslav;535419;5;5;A;76;1,1;N;0;0;0;
2;1;27;Jan;Jirka;;;40;projektový analytik;Poděbrady;537683;5;5;A;33;0,48;N;0;0;0;
2;1;28;Jiří;Filip;;;35;tajemník Československé obce legionářské;Bělá pod Bezdězem;535443;5;5;A;42;0,61;N;0;0;0;
2;1;29;Richard;Vavrda;;;47;IT specialista;Milovice;537501;5;5;A;26;0,37;N;0;0;0;
2;1;30;Jan;Dytrych;Ing.;;67;mistr odpadového hospodářství;Dobrovice;535672;5;5;A;34;0,49;N;0;0;0;
2;1;31;Pavel;Kraus;Mgr.;;47;metodik řízení letového provozu;Kladno;532053;5;5;A;34;0,49;N;0;0;0;
2;1;32;Tomáš;Adam;;;68;zdravotní sestra;Mladá Boleslav;535419;5;5;A;46;0,67;N;0;0;0;
2;1;33;Zdeněk;Černovský;Ing.;Ph.D.;50;stavitel se zaměstnanci;Říčany;538728;5;5;A;25;0,36;N;0;0;0;
2;1;34;Soňa;Mikešová;Mgr.;;41;specialista řízení rizik, předsedkyně středočeských Zelených;Říčany;538728;5;5;A;152;2,21;N;0;0;0;
2;2;1;Soňa;Peková;MUDr.;Ph.D.;47;vedoucí laboratoře TILIA LABORATORIES;Pchery;532720;99;752;A;942;26,34;N;0;0;0;
2;2;2;Jarmila;Stašová;Mgr. Ing.;;65;právnička, ekonomka;Markvartovice;508128;99;752;A;153;4,27;N;0;0;0;
2;2;3;Rostislav;Žák;JUDr.;MPH;67;právník;Praha;1;99;752;A;105;2,93;N;0;0;0;
2;2;4;Vít;Tuček;Ing.;CSc.;63;vedoucí oddělení apl. tech.;Zadní Třebaň;531979;99;752;A;88;2,46;N;0;0;0;
2;2;5;Marcela;Freiová;PharmDr.;;64;překladatelka, terapeutka;Praha;1;99;752;A;96;2,68;N;0;0;0;
2;2;6;Zdeňka;Pavlická;Ing.;;45;ekonomka;Praha;1;99;752;A;116;3,24;N;0;0;0;
2;3;1;Jana;Volfová;Mgr.;;63;předsedkyně VOLNÝ blok, středoškolská učitelka;Praha;1;759;759;A;824;12,44;N;0;0;0;
2;3;2;Pavel;Havránek;;;46;podnikatel, místopředseda VOLNÝ blok;Ptice;532789;759;759;A;439;6,63;N;0;0;0;
2;3;3;Zdeňka;Hlavničková;;;68;úřednice;Lužce;534404;759;759;A;163;2,46;N;0;0;0;
2;3;4;Petr;Kuchař;MUDr.;;70;lékař;Úhonice;532991;759;759;A;301;4,54;N;0;0;0;
2;3;5;Hana;Sentenská;Mgr.;;52;středoškolská učitelka;Příbram;539911;99;759;A;223;3,36;N;0;0;0;
2;3;6;Hana;Lounová;;;67;zpěvačka;Nučice;531618;99;759;A;132;1,99;N;0;0;0;
2;3;7;Petr;Šrom;Ing. arch.;;51;architekt;Tuchoměřice;539767;759;759;A;137;2,06;N;0;0;0;
2;3;8;Luděk;Fořtík;Ing.;;46;operátor energobloku;Stochov;532860;759;759;A;90;1,35;N;0;0;0;
2;3;9;Petra;Zlatá;Ing.;;48;ekonomka;Horoměřice;539236;99;759;A;84;1,26;N;0;0;0;
2;3;10;Jana;Dunajová;;;57;manager;Královice;535109;759;759;A;38;0,57;N;0;0;0;
2;3;11;Jiří;Wagner;Ing.;;70;důchodce;Poděbrady;537683;759;759;A;44;0,66;N;0;0;0;
2;3;12;Milan;Carda;;;32;truhlář;Kutná Hora;533955;759;759;A;186;2,81;N;0;0;0;
2;3;13;Jana Berenika;Dufková;;;45;pracovnice v pohřebnictví;Vrchlabí;579858;759;759;A;32;0,48;N;0;0;0;
2;3;14;Vladimír;Jirka;;;71;podnikatel;Nučice;531618;99;759;A;24;0,36;N;0;0;0;
2;3;15;Ružena;Wagnerová;Mgr.;;67;důchodkyně;Poděbrady;537683;759;759;A;28;0,42;N;0;0;0;
2;3;16;Jana;Hanzelová;;;52;strážná;Rudná;531723;99;759;A;16;0,24;N;0;0;0;
2;3;17;Věra;Štafková;;;34;IT technik;Říčany;538728;759;759;A;127;1,91;N;0;0;0;
2;3;18;Pavel;Šlapák;;;52;kreativec v reklamě;Bohutín;539953;759;759;A;53;0,8;N;0;0;0;
2;3;19;Zdeněk;Brotánek;;;57;obsluha CNC strojů;Praskolesy;531693;759;759;A;53;0,8;N;0;0;0;
2;3;20;Milan;Košál;;;62;OSVČ;Unhošť;533017;759;759;A;44;0,66;N;0;0;0;
2;3;21;Radek;Horník;Ing. arch.;;46;architekt;Předboj;538655;99;759;N;0;0;N;0;0;0;
2;3;22;Robert;Procházka;;;54;tiskař;Nebovidy;533521;99;759;A;31;0,46;N;0;0;0;
2;3;23;Tomáš;Petržílek;;;45;strojník;Modletice;598267;759;759;A;66;0,99;N;0;0;0;
2;3;24;Martina;Čajková;;;51;manažerka;Brandýs nad Labem-Stará Boleslav;538094;99;759;A;36;0,54;N;0;0;0;
2;3;25;Renata;Procházková;Mgr.;;50;strážná;Nebovidy;533521;99;759;A;27;0,4;N;0;0;0;
2;3;26;Alena;Čáslavská;;;41;asistentka lékaře;Hostivice;539244;99;759;A;84;1,26;N;0;0;0;
2;3;27;Milan;Budil;;;61;invalidní důchodce;Kladno;532053;99;759;A;23;0,34;N;0;0;0;
2;3;28;Jana;Jelínková;;;54;invalidní důchodce;Nová Ves;535117;99;759;A;19;0,28;N;0;0;0;
2;3;29;Karel;Kubát;;;53;stavební technik;Bykoš;534145;99;759;A;29;0,43;N;0;0;0;
2;3;30;Magdalena;Bláhová;;;47;ticketing supervisor CSAH;Unhošť;533017;99;759;A;12;0,18;N;0;0;0;
2;3;31;Ilona;Kovaříková;;;54;kontrolorka, mentorka;Bykoš;534145;99;759;A;15;0,22;N;0;0;0;
2;3;32;Kateřina;Čakijová;;;34;prodavačka;Kladno;532053;99;759;A;66;0,99;N;0;0;0;
2;3;33;Jiřina;Vávrová;;;58;ředitelka denního stacionáře, zdravotní sestra;Kladno;532053;759;759;A;135;2,03;N;0;0;0;
2;3;34;Eva;Kohutová;;;62;mistrová v chráněné dílně;Kamenné Žehrovice;532452;99;759;A;71;1,07;N;0;0;0;
2;4;1;Radek;Rozvoral;;;54;poslanec, místostarosta obce;Všechlapy;537985;1114;1114;A;1640;2,97;A;1;1;0;
2;4;2;Oldřich;Černý;;;56;živnostník, zastupitel města;Kladno;532053;1114;1114;A;824;1,49;A;1;2;0;
2;4;3;Robert;Nedvěd;;;57;mistr ve výrobě;Obříství;535133;1114;1114;N;0;0;N;0;0;0;
2;4;4;Tomáš;Doležal;Ing. Mgr.;;48;ekonom, politolog;Kamenice;538299;1114;1114;A;1224;2,22;N;0;0;1;
2;4;5;Antonín;Dušek;Ing.;;65;ministerský rada;Malešov;534188;1114;1114;A;495;0,89;N;0;0;2;
2;4;6;Jiří;Novotný;Bc.;;45;vrchní rada Úřadu práce;Příbram;539911;1114;1114;A;694;1,25;N;0;0;3;
2;4;7;Miloslav;Hess;;;47;živnostník;Vlašim;530883;1114;1114;A;439;0,79;N;0;0;4;
2;4;8;Vladimíra;Štefcová;;;58;administrativní pracovnice;Církvice;533998;1114;1114;A;375;0,68;N;0;0;5;
2;4;9;Miroslav;Křeček;;;63;živnostník;Benešov;529303;1114;1114;A;370;0,67;N;0;0;6;
2;4;10;Pavel;Malý;;;56;topenář;Kladno;532053;1114;1114;A;518;0,94;N;0;0;7;
2;4;11;Ivo;Slánský;;;60;živnostník, zastupitel města;Slaný;532819;1114;1114;A;291;0,52;N;0;0;8;
2;4;12;Jan;Hošna;;;51;živnostník;Příbram;539911;1114;1114;A;309;0,56;N;0;0;9;
2;4;13;Petr;Kruliš;;;39;revizní technik, dobrovolný hasič;Plaňany;533581;1114;1114;A;745;1,35;N;0;0;10;
2;4;14;Ivana;Slavíčková;;;60;administrativní pracovnice;Kladno;532053;1114;1114;A;273;0,49;N;0;0;11;
2;4;15;Vlastimil;Staněk;;;55;živnostník, IT specialista;Řevničov;542351;1114;1114;A;203;0,36;N;0;0;12;
2;4;16;Hana;Kohnová;Bc.;;50;obchodní manažerka;Příbram;539911;1114;1114;A;351;0,63;N;0;0;13;
2;4;17;Filip;Dufek;;;38;technik;Kosova Hora;540498;1114;1114;A;302;0,54;N;0;0;14;
2;4;18;Karolína;Lev;;;28;finanční specialista;Slaný;532819;1114;1114;A;618;1,12;N;0;0;15;
2;4;19;Václav;Bošek;Mgr.;MBA;44;živnostník, zastupitel města;Kladno;532053;1114;1114;A;439;0,79;N;0;0;16;
2;4;20;Petr;Novotný;;;54;živnostník, zastupitel obce;Vrdy;534587;1114;1114;A;256;0,46;N;0;0;17;
2;4;21;Leoš;Vacek;;;43;konstruktér;Dolní Bousov;535702;1114;1114;A;413;0,74;N;0;0;18;
2;4;22;Ilona;Havelková;;;49;prodavačka;Příbram;539911;1114;1114;A;480;0,87;N;0;0;19;
2;4;23;František;Ryšlink;;;58;živnostník, pojišťovací specialista;Kladno;532053;1114;1114;A;139;0,25;N;0;0;20;
2;4;24;Jindřich;Vaněček;;;63;servisní technik dopravy;Čáslav;534005;1114;1114;A;239;0,43;N;0;0;21;
2;4;25;Eva;Junková;;;41;rozpočtář správy nemovitostí;Kladno;532053;1114;1114;A;393;0,71;N;0;0;22;
2;4;26;Miloslav;Moravec;;;54;zastupitel obce, mistr ve výrobě;Věšín;541508;1114;1114;A;135;0,24;N;0;0;23;
2;4;27;Petra;Novotná;Bc.;DiS.;36;ředitelka Regionální agrární komory kraje;Příbram;539911;1114;1114;A;564;1,02;N;0;0;24;
2;4;28;Lada;Hrádková;;;45;operátor logistiky;Mladá Boleslav;535419;1114;1114;A;477;0,86;N;0;0;25;
2;4;29;Jiří;Sedláček;;;50;živnostník;Neratovice;535087;1114;1114;A;177;0,32;N;0;0;26;
2;4;30;Denis;Nedvěd;;;24;IT specialista;Obříství;535133;1114;1114;A;333;0,6;N;0;0;27;
2;4;31;Lucie;Vrbová;;;44;zaměstnanec v autoservisu;Neustupov;530301;1114;1114;A;289;0,52;N;0;0;28;
2;4;32;Aleš;Vach;;;55;státní zaměstnanec;Zvánovice;539091;1114;1114;A;129;0,23;N;0;0;29;
2;4;33;Miroslav;Holub;;;48;chemik operátor;Obříství;535133;1114;1114;A;250;0,45;N;0;0;30;
2;4;34;Hana;Chalupová;;;45;zástupce vedoucího prodeje;Žleby;534668;1114;1114;A;373;0,67;N;0;0;31;
2;5;1;Jan;Hamáček;;;42;ministr vnitra;Mladá Boleslav;535419;7;7;A;4843;15,01;N;0;0;0;
2;5;2;Milan;Urban;Ing.;;62;bývalý ministr a specialista na čistou mobilitu;Čáslav;534005;7;7;A;1639;5,08;N;0;0;0;
2;5;3;Radek;Poláček;MUDr.;;42;primář gynekologicko-porodního oddělení;Kladno;532053;7;7;A;1240;3,84;N;0;0;0;
2;5;4;Karolína;Stařecká;Ing.;;46;uvolněná radní města Lysá nad Labem;Lysá nad Labem;537454;7;7;A;832;2,58;N;0;0;0;
2;5;5;Václav;Drška;doc. PhDr.;Ph.D.;59;vysokoškolský učitel;Kolín;533165;7;7;A;772;2,39;N;0;0;0;
2;5;6;Petr;Kowanda;JUDr.;;58;právník;Mělník;534676;7;7;A;448;1,38;N;0;0;0;
2;5;7;Luboš;Doleček;Mgr.;;49;ředitel domova seniorů;Petrovice;541044;7;7;A;515;1,59;N;0;0;0;
2;5;8;Jiří;Bezděk;;;30;hotelový manažer;Praha;1;7;7;A;149;0,46;N;0;0;0;
2;5;9;Miroslava;Měchurová;PhDr.;;69;ředitelka Speciálně pedagogického centra;Odolena Voda;538574;7;7;A;436;1,35;N;0;0;0;
2;5;10;David;Grunt;Ing.;;39;vedoucí odboru výstavby a životního prostředí;Hořovice;531189;7;7;A;437;1,35;N;0;0;0;
2;5;11;Miroslav;Polák;;;59;manažer, elektrotechnik;Věšín;541508;7;7;A;106;0,32;N;0;0;0;
2;5;12;Aneta;Heřmanová;Mgr.;;43;zdravotní sestra;Kladno;532053;7;7;A;933;2,89;N;0;0;0;
2;5;13;Jan;Blažek;;;63;revizní technik elektro;Brandýs nad Labem-Stará Boleslav;538094;7;7;A;149;0,46;N;0;0;0;
2;5;14;Jiří;Nedvěd;Mgr.;;40;redaktor a překladatel;Kutná Hora;533955;7;7;A;363;1,12;N;0;0;0;
2;5;15;Štefan;Klíma;Mgr.;;50;ředitel střední školy;Bakov nad Jizerou;535427;7;7;A;303;0,93;N;0;0;0;
2;5;16;Emil;Vašíček;doc. PhDr.;CSc.;90;pedagog;Praha;1;7;7;A;106;0,32;N;0;0;0;
2;5;17;Taťána;Čížková;Bc.;;48;ředitelka domova důchodců;Rakovník;541656;7;7;A;575;1,78;N;0;0;0;
2;5;18;Tomáš;Hrbek;;;60;obchodní ředitel makléřské společnosti pro pojištění cizinců;Kostelec nad Černými lesy;533416;7;7;A;41;0,12;N;0;0;0;
2;5;19;Kvetoslava;Žigmundová;PhDr.;;64;šéfredaktorka měsíčníku;Lysá nad Labem;537454;7;7;A;136;0,42;N;0;0;0;
2;5;20;Roman;Hudrlík;;;70;řidič;Týnec nad Sázavou;530841;7;7;A;138;0,42;N;0;0;0;
2;5;21;Stanislav;Valtr;Bc.;;55;OSVČ;Mokrovraty;540781;7;7;A;79;0,24;N;0;0;0;
2;5;22;Petr;Patera;;;52;Městská policie - strážník;Mělník;534676;7;7;A;274;0,84;N;0;0;0;
2;5;23;Jiří;Volenec;;;59;starosta obce;Církvice;599476;7;7;A;305;0,94;N;0;0;0;
2;5;24;Jaroslav;Švejda;Mgr.;;45;projektový manažer;Dolní Kralovice;529648;7;7;A;109;0,33;N;0;0;0;
2;5;25;Alexander;Makajev;JUDr.;;66;právník, vysokoškolský pedagog;Praha;1;7;7;A;72;0,22;N;0;0;0;
2;5;26;Lubomír;Nymburský;Ing.;MIM, MBA;31;projektový manažer;Kolín;533165;7;7;A;181;0,56;N;0;0;0;
2;5;27;Dana;Medřická;;;58;starostka obce;Lišany;542016;7;7;A;288;0,89;N;0;0;0;
2;5;28;Ladislav;Horák;doc. MUDr.;DrSc.;71;lékař, soudní znalec;Kosmonosy;570826;7;7;A;266;0,82;N;0;0;0;
2;5;29;Milan;Ledvinka;Ing.;CSc.;70;technik v leteckém odvětví;Odolena Voda;538574;7;7;A;71;0,22;N;0;0;0;
2;5;30;Dana;Smejkalová;;;56;OSVČ;Kralupy nad Vltavou;534951;7;7;A;107;0,33;N;0;0;0;
2;5;31;Vanda;Bělinová;Mgr.;;35;starostka obce;Těchařovice;529664;7;7;A;294;0,91;N;0;0;0;
2;5;32;Jan;Tvrdý;;;51;podnikatel;Zdiby;539058;7;7;A;102;0,31;N;0;0;0;
2;5;33;Tomáš;Čermák;;;43;státní zaměstnanec - IT oddělení;Rakovník;541656;7;7;A;206;0,63;N;0;0;0;
2;5;34;Tomáš;Novotný;JUDr. Ing.;Ph.D.;53;zástupce náměstka ministryně;Praha;1;7;7;A;265;0,82;N;0;0;0;
2;7;1;Vladimíra;Vítová;PhDr.;Ph.D.;58;předsedkyně ALIANCE NÁRODNÍCH SIL, politolog;Praha;1;762;762;A;105;12,86;N;0;0;0;
2;7;2;Blanka;Čejková;;;54;kadeřnice;Čáslav;534005;762;762;A;37;4,53;N;0;0;0;
2;7;3;Alena;Drvotová;Ing.;;66;soudní znalec oceňování podniků;Kladno;532053;79;762;A;31;3,79;N;0;0;0;
2;7;4;Pavel;Kostka;;;48;strojník úpravny vody;Křesetice;534161;762;762;A;17;2,08;N;0;0;0;
2;7;5;Petr;Semerád;;;36;jednatel s.r.o.;Praha;1;79;762;A;25;3,06;N;0;0;0;
2;7;6;Martin;Žejdlík;;;50;OSVČ;Žáky;534641;79;762;A;23;2,81;N;0;0;0;
2;7;7;Pavel;Tobiáš;;;52;brusič skla;Nymburk;537004;79;762;A;21;2,57;N;0;0;0;
2;7;8;Zuzana;Štainerová;;;62;operátor provozu;Čáslav;534005;762;762;A;16;1,96;N;0;0;0;
2;7;9;Richard;Štark;;;45;pracovník ostrahy;Nymburk;537004;79;762;A;8;0,98;N;0;0;0;
2;7;10;Ivana;Součková;;;58;recepční;Kolín;533165;762;762;A;7;0,85;N;0;0;0;
2;7;11;Michal;Růžička;;;35;operátor CNG;Říčany;538728;99;762;A;18;2,2;N;0;0;0;
2;7;12;Josef;Dostál;Ing.;;70;technik;Nymburk;537004;99;762;A;4;0,49;N;0;0;0;
2;7;13;Roman;Svoboda;Mgr.;;55;chemik;Kolín;533165;99;762;A;12;1,47;N;0;0;0;
2;7;14;Marta;Hourová;;;62;chovatel hospodářských zvířat;Vrdy;534587;762;762;A;15;1,83;N;0;0;0;
2;7;15;Svatopluk;Černý;;;64;důstojník v záloze;Brandýs nad Labem-Stará Boleslav;538094;99;762;A;18;2,2;N;0;0;0;
2;7;16;Markéta;Valášková;;;50;poštovní úřednice;Křečkov;537403;79;762;A;5;0,61;N;0;0;0;
2;7;17;Miroslav;Rainer;;;75;dělník;Vrbová Lhota;537977;79;762;A;8;0,98;N;0;0;0;
2;7;18;Josef;Houra;;;58;traktorista;Vrdy;534587;762;762;A;8;0,98;N;0;0;0;
2;7;19;Jaroslav;Drobný;Ing.;;48;administrativa v zemědělství;Rakovník;541656;99;762;A;10;1,22;N;0;0;0;
2;7;20;Evženie;Bláhová;;;45;administrativa, kamionová doprava;České Budějovice;544256;762;762;A;10;1,22;N;0;0;0;
2;7;21;Martina;Cajthamlová;;;38;úřednice městského úřadu;Zlonice;533114;99;762;A;17;2,08;N;0;0;0;
2;7;22;Zdeňka;Turková;;;62;učitelka mateřské školy;Praha;1;762;762;A;8;0,98;N;0;0;0;
2;7;23;Filip;Schwarcz;;;31;skladník;Nová Paka;573248;99;762;A;8;0,98;N;0;0;0;
2;7;24;Pavel;Krešne;;;54;technický pracovník;Kladno;532053;79;762;A;8;0,98;N;0;0;0;
2;7;25;Roman;Donda;;;51;živnostník;Broumy;531081;99;762;A;1;0,12;N;0;0;0;
2;7;26;Petr;Dvořák;;;50;specialista - kabelář;Brno;3;762;762;A;2;0,24;N;0;0;0;
2;7;27;Pavel;Pacovský;;;50;automechanik;Buštěhrad;532169;99;762;A;5;0,61;N;0;0;0;
2;7;28;Helena;Kovářová;;;44;podnikatelka;Slavonice;547166;99;762;A;6;0,73;N;0;0;0;
2;7;29;Miroslav;Dub;;;51;skladník;Kladno;532053;99;762;A;2;0,24;N;0;0;0;
2;7;30;Eva;Novotná;;;65;účetní;Praha;1;99;762;A;5;0,61;N;0;0;0;
2;7;31;Eva;Levá;Mgr.;;49;učitelka;Dačice;546127;99;762;A;11;1,34;N;0;0;0;
2;7;32;František;Hucek;;;49;administrativní pracovník;Přezletice;538671;99;762;A;2;0,24;N;0;0;0;
2;7;33;Zbyněk;Vyhlas;Ing.;;64;stavař;Praha;1;99;762;A;5;0,61;N;0;0;0;
2;8;1;Radomil;Bábek;;;60;předseda výboru Podnikatelských odborů;Praha;1;99;1227;A;712;3,94;N;0;0;0;
2;8;2;Luboš;Zálom;Mgr.;;40;programátor, městský zastupitel, místopředseda strany Svobodní;Beroun;531057;714;1227;A;1491;8,25;N;0;0;0;
2;8;3;Václav;Krása;Mgr.;;69;předseda Národní rady osob se zdravotním postižením;Chýně;539309;1227;1227;A;903;4,99;N;0;0;0;
2;8;4;Ivo;Švajner;Mgr.;;57;speciální pedagog;Kladno;532053;1227;1227;A;377;2,08;N;0;0;0;
2;8;5;Jana;Vacková;Mgr.;;34;příslušník městské policie;Praha;1;1227;1227;A;374;2,07;N;0;0;0;
2;8;6;Miroslav;Götz;Ing.;;45;obchodní a projektový manažer;Kutná Hora;533955;716;1227;A;212;1,17;N;0;0;0;
2;8;7;Philip;Prentis;Ing.;Ph.D.;41;programátor;Veselí nad Lužnicí;553271;714;1227;A;750;4,15;N;0;0;0;
