VOLKRAJ;KSTRANA;PORCISLO;JMENO;PRIJMENI;TITULPRED;TITULZA;VEK;POVOLANI;BYDLISTEN;BYDLISTEK;PSTRANA;NSTRANA;PLATNOST;POCHLASU;POCPROC;POCPROCVSE;MANDAT;PORADIMAND;PORADINAHR;POHLAVI
1;1;1;Jana;Černochová;Mgr.;;43;starostka MČ Praha 2;Praha;1;53;53;A;12426;12,52;12,52;A;2;0;
1;1;2;Filip;Humplík;;;45;podnikatel;Praha;1;53;53;A;5009;5,05;5,05;N;0;2;
1;1;3;Václav;Klaus;Mgr.;;48;učitel, publicista;Praha;1;53;53;A;22635;22,82;22,82;A;1;0;
1;1;4;Bohuslav;Svoboda;doc. MUDr.;CSc.;73;lékař, vysokoškolský pedagog;Praha;1;53;53;A;12360;12,46;12,46;A;3;0;
1;1;5;Jaroslava;Janderová;JUDr.;;67;právník, podnikatel;Praha;1;53;53;A;2012;0;2,02;N;0;3;
1;1;6;Marek;Benda;;;48;politik;Praha;1;53;53;A;6183;6,23;6,23;A;5;0;
1;1;7;Vladimíra;Ludková;Mgr.;;38;zakladatelka center aktivizačních programů;Praha;1;53;53;A;5820;5,86;5,86;N;0;1;
1;1;8;Ferdinand;Polák;MUDr.;Ph.D.;44;lékař a starosta MČ Praha - Klánovice;Praha;1;53;53;A;2645;0;2,66;N;0;4;
1;1;9;Adam;Vážanský;Mgr.;;41;zástupce starosty MČ Praha 9;Praha;1;53;53;A;1838;0;1,85;N;0;5;
1;1;10;Alexander;Bellu;Mgr.;;30;místostarosta MČ Praha 3;Praha;1;53;53;A;2038;0;2,05;N;0;6;
1;1;11;Ladislav;Linek;Ing.;;58;živnostník, 1. místopředseda Strany soukromníků ČR;Praha;1;716;53;A;1914;0;1,92;N;0;7;
1;1;12;Tomáš;Korálek;;;55;živnostník;Praha;1;53;53;A;781;0;0,78;N;0;8;
1;1;13;Zdeněk;Doležal;Mgr.;;43;předseda výboru životního prostředí MČ Praha 5;Praha;1;53;53;A;618;0;0,62;N;0;9;
1;1;14;Zdeněk;Dvořák;JUDr. Mgr.;Ph.D.;40;ředitel Anglofonní základní školy;Praha;1;53;53;A;1096;0;1,1;N;0;10;
1;1;15;Tomáš;Bartovský;Mgr.;;39;konzultant;Praha;1;53;53;A;422;0;0,42;N;0;11;
1;1;16;Michal;Frauenterka;;;50;živnostník;Praha;1;53;53;A;727;0;0,73;N;0;12;
1;1;17;Pavel;Žáček;PhDr.;Ph.D.;48;historik, VŠ pedagog, zakladatel a 1. ředitel ÚSTR;Praha;1;99;53;A;6406;6,45;6,45;A;4;0;
1;1;18;Jan;Klusáček;Mgr.;;33;právník;Pohoří;539562;53;53;A;621;0;0,62;N;0;13;
1;1;19;Ivo;Syřiště;PhDr.;Ph.D.;52;vysokoškolský pedagog Univerzity Karlovy;Praha;1;716;53;A;1565;0;1,57;N;0;14;
1;1;20;Jan;Recman;Mgr.;;36;právník;Praha;1;53;53;A;600;0;0,6;N;0;15;
1;1;21;Jan;Jarolím;Ing.;;71;starosta MČ Praha 9, pův. povoláním ing.-ekolog;Praha;1;53;53;A;940;0;0,94;N;0;16;
1;1;22;Aleš;Borkovec;JUDr. Ing.;Ph.D.;46;VŠ pedagog, zastupitel MČ Praha 4, advokát;Praha;1;53;53;A;1358;0;1,36;N;0;17;
1;1;23;Marie;Kousalíková;Ing.;;71;ekonom;Praha;1;53;53;A;1005;0;1,01;N;0;18;
1;1;24;Jiří;Janák;Ing.;;51;soukromý podnikatel;Praha;1;53;53;A;412;0;0,41;N;0;19;
1;1;25;Jitka;Ryšavá;RNDr.;;56;projektová manažerka;Praha;1;53;53;A;529;0;0,53;N;0;20;
1;1;26;Ladislav;Marek;;;65;živnostník, člen Rozšířeného předsednictva SsČR;Praha;1;716;53;A;680;0;0,68;N;0;21;
1;1;27;Pavel;Horažďovský;MUDr.;;42;chirurg;Praha;1;53;53;A;1558;0;1,57;N;0;22;
1;1;28;Ondřej;Gros;;;42;živnostník;Praha;1;53;53;A;408;0;0,41;N;0;23;
1;1;29;Zlatuše;Rybářová;Mgr.;;52;manažerka sociálních a zdravotních služeb;Praha;1;53;53;A;574;0;0,57;N;0;24;
1;1;30;Daniel;Neumann;;;24;právní asistent;Praha;1;53;53;A;332;0;0,33;N;0;25;
1;1;31;Jaroslav;Hauer;;;59;živnostník;Praha;1;716;53;A;385;0;0,38;N;0;26;
1;1;32;Lucie;Vítkovská;Mgr.;;32;místostarostka MČ Praha 3;Praha;1;53;53;A;576;0;0,58;N;0;27;
1;1;33;Michal;Bednář;MUDr.;;54;privátní chirurg;Praha;1;53;53;A;549;0;0,55;N;0;28;
1;1;34;Ondřej;Kubín;Ing.;MBA;35;ředitel pro inovace;Praha;1;53;53;A;453;0;0,45;N;0;29;
1;1;35;Jakub;Drábek;Mgr.;;43;advokát, pedagog;Praha;1;53;53;A;441;0;0,44;N;0;30;
1;1;36;Richard;Bureš;;;53;zástupce starosty MČ Praha 1;Praha;1;53;53;A;380;0;0,38;N;0;31;
1;2;1;Antonie;Krzemieňová;;;59;spisovatelka;Praha;1;769;769;A;28;0;4,36;N;0;0;
1;2;2;Pavel;Záleský;;;48;šéfkuchař;Praha;1;769;769;A;25;0;3,89;N;0;0;
1;2;3;Kateřina;Dvořáková;;;38;finanční makléřka;Praha;1;769;769;A;31;0;4,82;N;0;0;
1;2;4;Michal;Trebichalský;;;30;ostraha letiště;Praha;1;769;769;A;36;5,6;5,6;N;0;0;
1;2;5;Martin;Šalek;Mgr.;;47;tiskový mluvčí;Praha;1;769;769;A;27;0;4,2;N;0;0;
1;2;6;Milan;Hořínek;;;53;nutriční poradce;Praha;1;769;769;A;2;0;0,31;N;0;0;
1;2;7;Pavlína;Obrovská;;;52;referent;Praha;1;769;769;A;10;0;1,55;N;0;0;
1;2;8;Lucie;Janufová;;;34;obchodní zástupce;Praha;1;769;769;A;5;0;0,77;N;0;0;
1;2;9;Alena;Valečková;Mgr.;;35;výživová poradkyně;Praha;1;769;769;A;9;0;1,4;N;0;0;
1;2;10;Ondřej;Nerad;Mgr.;;46;profesionální hasič;Kladno;532053;99;769;A;22;0;3,42;N;0;0;
1;2;11;Tomáš Calvin;Klein;;;53;podnikatel;Praha;1;769;769;A;5;0;0,77;N;0;0;
1;2;12;Jan;Csongár;;;48;voják;Praha;1;99;769;A;13;0;2,02;N;0;0;
1;2;13;Kateřina;Švecová;;;32;vedoucí prodeje;Světlá nad Sázavou;569569;769;769;A;8;0;1,24;N;0;0;
1;2;14;Eduard;Vlk;;;64;důchodce;Praha;1;769;769;A;9;0;1,4;N;0;0;
1;2;15;Filip;Mősner;;;44;podnikatel;Senohraby;538752;769;769;A;5;0;0,77;N;0;0;
1;2;16;Lucie;Tillová;;;39;podnikatelka;Praha;1;769;769;A;8;0;1,24;N;0;0;
1;2;17;Radek;Ritschel;;;41;bezpečnostní pracovník;Praha;1;769;769;A;20;0;3,11;N;0;0;
1;2;18;Alizah Isabelle;Kardis;;;38;tlumočnice;Praha;1;769;769;A;4;0;0,62;N;0;0;
1;2;19;Václav;Špáta;;;42;podnikatel;Praha;1;769;769;A;8;0;1,24;N;0;0;
1;2;20;Josef;Vals;;;53;provozní;Říčany;538728;769;769;A;1;0;0,15;N;0;0;
1;2;21;Jaroslav;Vlasák;;;31;kuchař;Praha;1;769;769;A;20;0;3,11;N;0;0;
1;2;22;Tomáš;Hynek;;;76;ostraha objektu;Praha;1;769;769;A;4;0;0,62;N;0;0;
1;2;23;Natálie;Kotková;;;43;pracovnice logistiky;Praha;1;769;769;A;6;0;0,93;N;0;0;
1;2;24;Jiří;Kos;;;34;řidič;Praha;1;769;769;A;6;0;0,93;N;0;0;
1;2;25;Jana;Hanzálková;;;43;vedoucí obchodu;Praha;1;769;769;A;1;0;0,15;N;0;0;
1;2;26;Ladislav;Kučera;;;50;invalidní důchodce;Praha;1;769;769;A;2;0;0,31;N;0;0;
1;2;27;Jaroslav;Černý;;;38;strojní mechanik;Praha;1;769;769;A;4;0;0,62;N;0;0;
1;2;28;Michal;Cani;;;23;student;Praha;1;769;769;A;4;0;0,62;N;0;0;
1;2;29;Milena;Kabelová;;;55;invalidní důchodkyně;Praha;1;769;769;A;2;0;0,31;N;0;0;
1;2;30;Jan;Trebichalský;;;61;hasič;Praha;1;769;769;A;13;0;2,02;N;0;0;
1;2;31;Nela;Pokorná;Bc.;;26;studentka;Praha;1;769;769;A;15;0;2,33;N;0;0;
1;2;32;Dana;Bílková;;;51;prodavačka;Praha;1;769;769;A;7;0;1,09;N;0;0;
1;2;33;Alena;Bendová;;;59;prodavačka;Praha;1;769;769;A;9;0;1,4;N;0;0;
1;2;34;Andrea;Lacinová Jarošová;Mgr.;;30;advokátka;Praha;1;769;769;A;8;0;1,24;N;0;0;
1;2;35;Ladislav;Švec;;;64;umělecký sklář;Světlá nad Sázavou;569569;769;769;A;2;0;0,31;N;0;0;
1;2;36;Olga;Havlíčková;;;44;prodavačka;Neratovice;535087;769;769;A;3;0;0,46;N;0;0;
1;3;1;Lucie;Meškanová;Mgr.;;43;lektorka a konzultantka v oblasti komunikace;Praha;1;1177;1177;A;46;11,3;11,3;N;0;0;
1;3;2;Tomáš;Begany;Ing.;;41;projektový manažer;Praha;1;1177;1177;A;28;6,87;6,87;N;0;0;
1;3;3;Marie;Zítková;;;74;lektorka celostního přístupu ke zdraví;Praha;1;99;1177;A;28;6,87;6,87;N;0;0;
1;3;4;Jaroslav;Havel;;;36;podnikatel ve finančnictví a projekt. koordinátor;Český Krumlov;545392;1177;1177;A;16;0;3,93;N;0;0;
1;3;5;Simona;Pešková;;;44;OSVČ v oblasti marketingu a osobního rozvoje;Černošice;539139;1177;1177;A;15;0;3,68;N;0;0;
1;3;6;Věra;Fedorková;Bc.;;59;speciální pedagog, nyní důchodce;Praha;1;1177;1177;A;13;0;3,19;N;0;0;
1;3;7;Dana;Šitnerová;;;59;masérka a muzikoterapeutka;Praha;1;1177;1177;A;26;6,38;6,38;N;0;0;
1;4;1;Petr;Dolínek;;;36;náměstek primátorky;Praha 6;1;7;7;A;2322;6,81;6,81;A;1;0;
1;4;2;Lukáš;Kaucký;PhDr.;;35;náměstek ministra;Praha;1;7;7;A;1310;0;3,84;N;0;3;
1;4;3;Lenka;Teska Arnoštová;JUDr.;Ph.D.;42;náměstkyně ministra;Praha;1;7;7;A;2054;6,02;6,02;N;0;1;
1;4;4;Roman;Petrus;;;39;starosta městské části Praha 8;Praha;1;7;7;A;1123;0;3,29;N;0;4;
1;4;5;František;Adámek;Bc.;;62;poslanec Parlamentu ČR;Praha;1;7;7;A;684;0;2;N;0;5;
1;4;6;Radim;Hejduk;Ing.;;26;ekonom;Praha;1;7;7;A;1153;0;3,38;N;0;6;
1;4;7;Šárka;Táborská;Mgr.;;34;právnička, zastupitelka Prahy 1;Praha;1;7;7;A;885;0;2,59;N;0;7;
1;4;8;Milan;Hausner;Ing.;;62;bývalý ředitel ZŠ Lupáčova, pedagogický odborník;Praha;1;99;7;A;840;0;2,46;N;0;8;
1;4;9;Milan;Hrdý;doc. JUDr. Ing.;Ph.D.;50;vysokoškolský učitel;Praha;1;7;7;A;1166;0;3,42;N;0;9;
1;4;10;Jan;Dufek;JUDr.;;62;právník;Praha;1;7;7;A;345;0;1,01;N;0;10;
1;4;11;Miroslav;Jašurek;Mgr.;;34;politolog;Praha;1;7;7;A;446;0;1,3;N;0;11;
1;4;12;Miroslava;Skovajsová;MUDr.;Ph.D.;60;lékařka, radioložka;Praha;1;99;7;A;1826;5,35;5,35;N;0;2;
1;4;13;Jana;Trková;MUDr.;;64;lékařka, mikrobioložka, zástup. starosty Prahy 15;Praha;1;7;7;A;693;0;2,03;N;0;12;
1;4;14;David;Beňák;Mgr.;DiS.;38;náměstek ministra;Praha;1;7;7;A;348;0;1,02;N;0;13;
1;4;15;Jan;Smetana;Mgr.;;58;živnostník;Praha;1;7;7;A;200;0;0,58;N;0;14;
1;4;16;Vladimír;Novák;Ing.;;61;starosta městské části Praha 10;Praha;1;7;7;A;324;0;0,95;N;0;15;
1;4;17;Jaroslav;Zavadil;;;73;poslanec Parlamentu ČR;Nové Město nad Metují;574279;99;7;A;697;0;2,04;N;0;16;
1;4;18;Marcela;Dudková;;;47;živnostník, ekonomka;Praha;1;7;7;A;309;0;0,9;N;0;17;
1;4;19;Pavel;Hodek;Mgr. Bc.;;43;živnostník;Praha;1;7;7;A;168;0;0,49;N;0;18;
1;4;20;Anna;Dumont;Mgr.;;33;socioložka, vedoucí neziskové organizace;Velká Lečice;513539;7;7;A;679;0;1,99;N;0;19;
1;4;21;Jiří;Vohlídal;Ing.;Ph.D.;41;odborník na informační technologie;Praha;1;7;7;A;386;0;1,13;N;0;20;
1;4;22;Lenka;Cejpková;Bc.;;44;porodní asistentka;Praha;1;7;7;A;533;0;1,56;N;0;21;
1;4;23;Vilém;Čáp;Ing.;;27;doktorand Katedry hos. a soc.politiky NF VŠE Praha;Praha;1;7;7;A;465;0;1,36;N;0;22;
1;4;24;Vít;Céza;Mgr.;;31;doktorand Přírodovědecké fakulty UK;Praha;1;7;7;A;350;0;1,02;N;0;23;
1;4;25;Alena;Červená;Mgr.;;56;učitelka;Praha;1;7;7;A;425;0;1,24;N;0;24;
1;4;26;Jiří;Brych;Ing.;;41;ředitel bezpečnosti - Kongresové centrum Praha;Praha;1;7;7;A;165;0;0,48;N;0;25;
1;4;27;Miroslava;Dušková Smrčková;Ing.;Dr.;50;vědecká pracovnice;Praha;1;7;7;A;366;0;1,07;N;0;26;
1;4;28;Gabriela;Kočková;;;26;OSVČ;Praha;1;7;7;A;204;0;0,59;N;0;27;
1;4;29;František;Műhlfeit;JUDr.;;72;právník;Praha;1;7;7;A;163;0;0,47;N;0;28;
1;4;30;Mirka;Havlová;;;59;živnostník;Praha;1;7;7;A;124;0;0,36;N;0;29;
1;4;31;Kateřina;Peštová;;;34;předsedkyně výboru ZMČ Praha 10;Praha;1;7;7;A;173;0;0,5;N;0;30;
1;4;32;Renata;Bednářová;Ing. Bc.;;50;vedoucí oddělení ÚSU;Praha;1;7;7;A;79;0;0,23;N;0;31;
1;4;33;Martina;Bucková;Mgr. Bc.;;33;speciální pedagog, ergoterapeutka;Praha;1;7;7;A;325;0;0,95;N;0;32;
1;4;34;Michaela;Šupinová;Ing.;;34;podnikatelka;Praha;1;7;7;A;117;0;0,34;N;0;33;
1;4;35;Petr;Serafín;Ing.;;64;ředitel odboru stavebnictví Minis. prům. a obchodu;Praha;1;7;7;A;220;0;0,64;N;0;34;
1;4;36;Jakub;Štědroň;Mgr.;Ph.D.;38;ředitel neziskové organizace;Praha;1;7;7;A;368;0;1,07;N;0;35;
1;5;1;Petr;Cibulka;;;66;předseda strany a autor programu, novinář;Praha;1;98;98;A;88;17,92;17,92;N;0;0;
1;5;2;Miloslava;Jebavá;PhDr.;;64;překladatelka, tlumočnice, novinářka, učitelka;Jilemnice;577197;98;98;A;32;6,51;6,51;N;0;0;
1;5;3;Mirko;Horáček;;;60;podnikatel a obchodní manažer;Praha;1;99;98;A;14;0;2,85;N;0;0;
1;5;4;Zbyhněv;Zientek;MUDr.;;57;zubní lékař;Třinec;598810;99;98;A;10;0;2,03;N;0;0;
1;5;5;Milan;Kočík;;;62;léčitel, živnostník a Český ombudsman;Žďár nad Sázavou;595209;99;98;A;6;0;1,22;N;0;0;
1;5;6;Milan;Mikeš;Mgr.;;46;počítačový specialista;Římov;545007;99;98;A;4;0;0,81;N;0;0;
1;5;7;Gustav;Baumann;;;46;zootechnik - vedoucí farmy;Podbořany;566616;99;98;A;4;0;0,81;N;0;0;
1;5;8;Stanislav;Vilím;;;46;technik údržby letadel;Starý Kolín;533700;99;98;A;3;0;0,61;N;0;0;
1;5;9;Oldřich;Štembera;MUDr.;;68;lékař;Plzeň;2;99;98;A;2;0;0,4;N;0;0;
1;5;10;Vilém;Schick;;;55;trenér bojových umění;Praha;1;99;98;A;3;0;0,61;N;0;0;
1;5;11;Jan;Bečka;;;39;koordinátor;Ohrazenice;577359;99;98;A;4;0;0,81;N;0;0;
1;5;12;Zdeněk;Macíček;;;34;specialista informačních technologií;Frýdek-Místek;598003;99;98;A;5;0;1,01;N;0;0;
1;5;13;Miroslav;Roubínek;;;42;správce počítačové sítě;Verušičky;555711;99;98;A;6;0;1,22;N;0;0;
1;5;14;Karel;Palát;;;59;vedoucí montér;Třebíč;590266;99;98;A;1;0;0,2;N;0;0;
1;5;15;Leopold;Spitzer;;;58;strojník vodohospodářských zařízení;Meziměstí;574252;99;98;A;5;0;1,01;N;0;0;
1;5;16;Karel;Foltis;;;51;stavební technik;Neplachovice;553158;99;98;A;3;0;0,61;N;0;0;
1;5;17;Mirko;Popelka;;;46;podnikatel;Zahájí;536016;99;98;A;1;0;0,2;N;0;0;
1;5;18;Miroslav;Viška;;;50;pojišťovací poradce;Letovice;581917;99;98;A;0;0;0;N;0;0;
1;5;19;Miroslav;Durdil;;;68;volný novinář;Praha;1;99;98;A;5;0;1,01;N;0;0;
1;5;20;František;Staněk;;;61;učitel;Praha;1;99;98;A;5;0;1,01;N;0;0;
1;5;21;Martin;Krámek;;;57;chemik - operátor;Pardubice;6;99;98;A;1;0;0,2;N;0;0;
1;5;22;Vlastimil;Neubauer;;;61;řidič;Havlíčkův Brod;568414;99;98;A;0;0;0;N;0;0;
1;5;23;Karel;Kasperčík;;;68;učitel - angažovaný občan;Ostrava;4;99;98;A;1;0;0,2;N;0;0;
1;5;24;Jaroslava;Králíčková;;;50;kvalitářka;Meziměstí;574252;99;98;A;0;0;0;N;0;0;
1;5;25;Bronislava;Zigová;;;58;asistentka Českého ombudsmana;Nové Město na Moravě;596230;99;98;A;10;0;2,03;N;0;0;
1;5;26;Pavel;Staněk;;;55;expedient;Pardubice;6;99;98;A;0;0;0;N;0;0;
1;5;27;Libuše;Skleničková;;;66;angažovaný důchodce;Zliv;545341;99;98;A;2;0;0,4;N;0;0;
1;5;28;Radomír;Krč;;;50;horník;Ostrava;4;99;98;A;4;0;0,81;N;0;0;
1;5;29;Edita;Matysková;;;45;mistr - vedoucí směny;Trutnov;579025;99;98;A;3;0;0,61;N;0;0;
1;5;30;Vladimír;Hutla;;;60;pracovník investic;Pardubice;6;99;98;A;0;0;0;N;0;0;
1;5;31;Vítězslav;Koranda;;;70;důchodce - angažovaný občan;Brno;3;99;98;A;0;0;0;N;0;0;
1;5;32;Josef;Friedl;;;73;kuchař - angažovaný občan;Šumperk;523704;99;98;A;1;0;0,2;N;0;0;
1;5;33;Vratislav;Lipert;;;63;důchodce - angažovaný občan;Jablonec nad Nisou;563510;99;98;A;0;0;0;N;0;0;
1;5;34;Josef;Putyra;;;67;důchodce;Březová;560294;99;98;A;0;0;0;N;0;0;
1;5;35;Petr;Přistoupil;;;35;zřizovatel a jednatel spolku;Ústí nad Labem;5;99;98;A;3;0;0,61;N;0;0;
1;6;1;Vít;Hrnčiřík;Mgr.;Ph.D., LL.M.;37;advokát, autor odborných publikací;Praha;1;99;1184;A;15;6,78;6,78;N;0;0;
1;6;2;Jan;Frydrýn;Ing.;;34;podnikatel ve stavebnictví;Praha;1;99;1184;A;14;6,33;6,33;N;0;0;
1;6;3;Filip;Bradáč;;;37;podnikatel;Praha;1;99;1184;A;10;0;4,52;N;0;0;
1;6;4;David;Kratochvíl;Ing.;;37;podnikatel v zemědělství;Horní Cerekev;547913;1184;1184;A;10;0;4,52;N;0;0;
1;6;5;Bohdana;Holá;Ing.;;42;statistička;Praha;1;1184;1184;A;12;5,42;5,42;N;0;0;
1;6;6;Jakub;Hnědkovský;;;32;podnikatel, analytik;Praha;1;1184;1184;A;15;6,78;6,78;N;0;0;
1;7;1;Jan;Farský;Mgr.;;38;poslanec PSP ČR, právník;Semily;576964;166;166;A;5269;17,04;17,04;A;1;0;
1;7;2;Jan;Lacina;Mgr.;;47;zástupce star. MČ Praha 6, producent, scénárista;Praha;1;166;166;A;1938;6,26;6,26;N;0;2;
1;7;3;Oldřich;Kužílek;Ing. Mgr.;;61;expert na otevřenost veřejné správy, režisér;Praha;1;99;166;A;2086;6,74;6,74;N;0;1;
1;7;4;Vladimír;Balaš;doc. JUDr.;CSc.;58;právník, vysokoškolský pedagog;Praha;1;166;166;A;1177;0;3,8;N;0;3;
1;7;5;Jana;Plamínková;RNDr.;;58;radní pro živ. pros., starostka MČ Praha-Slivenec;Praha;1;166;166;A;1416;0;4,57;N;0;4;
1;7;6;Jiří;Pelcl;prof. ak. arch.;dr. h. c.;67;prorektor VŠUP, architekt, designér, pedagog;Praha;1;99;166;A;1158;0;3,74;N;0;5;
1;7;7;Milada;Voborská;Mgr.;;45;starostka MČ Praha-Satalice, editorka;Praha;1;99;166;A;771;0;2,49;N;0;6;
1;7;8;Lukáš;Zicha;Mgr.;;34;zástupce starosty MČ Praha 4;Praha;1;166;166;A;564;0;1,82;N;0;7;
1;7;9;Zuzana;Chlupáčová;JUDr.;;62;právnička, advokátka;Praha;1;99;166;A;306;0;0,98;N;0;8;
1;7;10;Tomáš;Mikeska;Ing.;;69;ekonom, zastupitel MČ Praha 3;Praha;1;166;166;A;223;0;0,72;N;0;9;
1;7;11;Hana;Moravcová;;;47;starostka MČ Praha 20, jednatelka společnosti;Praha;1;166;166;A;414;0;1,33;N;0;10;
1;7;12;Miloš;Růžička;Ing.;;54;starosta MČ Praha-Ďáblice, pražský zastupitel;Praha;1;166;166;A;398;0;1,28;N;0;11;
1;7;13;Petr;Hlubuček;Ing.;;43;starosta MČ Praha-Lysolaje, ekonom, podnikatel;Praha;1;166;166;A;468;0;1,51;N;0;12;
1;7;14;Petr;Hejma;Ing.;;48;zastupitel MČ Praha 1, ekonom, podnikatel;Praha;1;166;166;A;279;0;0,9;N;0;13;
1;7;15;Marta;Koropecká;JUDr.;;69;starostka MČ Praha-Zličín;Praha;1;99;166;A;188;0;0,6;N;0;14;
1;7;16;Petr;Hejl;Ing.;;58;starosta MČ Praha-Suchdol, podnikatel;Praha;1;99;166;A;473;0;1,52;N;0;15;
1;7;17;Vojtěch;Zelenka;;;34;zast. MČ Praha 22,organizátor odborných konferencí;Praha;1;166;166;A;275;0;0,88;N;0;16;
1;7;18;David;Smoljak;;;58;zast. MČ Praha-Vinoř, scenárista a publicista;Praha;1;99;166;A;946;0;3,05;N;0;17;
1;7;19;Miroslav;Malina;;;63;starosta MČ Praha-Dolní Chabry;Praha;1;99;166;A;141;0;0,45;N;0;18;
1;7;20;Iveta;Borská;MUDr.;;53;lékařka, zastupitelka MČ Praha 6;Praha;1;99;166;A;365;0;1,18;N;0;19;
1;7;21;Viktor;Komárek;Ing.;;53;starosta MČ Praha-Nebušice;Praha;1;99;166;A;184;0;0,59;N;0;20;
1;7;22;Petr;Šedivý;MUDr.;;52;lékař, konzultant;Praha;1;99;166;A;134;0;0,43;N;0;21;
1;7;23;Tomáš;Drdácký;Ing. arch.;;44;zástupce starosty MČ Praha-Troja, architekt;Praha;1;99;166;A;330;0;1,06;N;0;22;
1;7;24;Kateřina;Arnotová;Mgr.;;43;zastupitelka MČ Praha-Čakovice, právnička;Praha;1;99;166;A;439;0;1,41;N;0;23;
1;7;25;Lenka;Alinčová;Ing.;;58;starostka MČ Praha-Kunratice;Praha;1;1042;166;A;313;0;1,01;N;0;24;
1;7;26;Antonín;Klecanda;Mgr. et Mgr.;;36;starosta MČ Praha-Kolovraty, vysokoškol. učitel;Praha;1;99;166;A;300;0;0,97;N;0;25;
1;7;27;Radka;Soukupová;Ing.;;56;zást. ředitele vládní Agentury pro soc.začleňování;Praha;1;99;166;A;103;0;0,33;N;0;26;
1;7;28;Ondřej;Růžička;Ing.;;38;radní MČ Praha 4;Praha;1;166;166;A;131;0;0,42;N;0;27;
1;7;29;Michal;Biskup;Ing.;;45;zástupce starosty MČ Praha-Vinoř;Praha;1;166;166;A;104;0;0,33;N;0;28;
1;7;30;Libor;Bezděk;Mgr. Ing.;;47;radní MČ Praha 6, řed. Domu dětí a mládeže HMP;Praha;1;99;166;A;218;0;0,7;N;0;29;
1;7;31;Karel;Koželuh;Mgr.;;41;vedoucí správního odb. Národního technického muzea;Praha;1;99;166;A;128;0;0,41;N;0;30;
1;7;32;Jiří;Mašek;RNDr.;CSc.;60;ředitel Střediska sociálních služeb Prahy 13;Praha;1;99;166;A;103;0;0,33;N;0;31;
1;7;33;Petr;Karvánek;Mgr.;;58;ředitel Základní školy Antonína Čermáka;Praha;1;99;166;A;120;0;0,38;N;0;32;
1;7;34;Věra;Dvořáková;PaedDr.;;64;pedagožka;Praha;1;99;166;A;95;0;0,3;N;0;33;
1;7;35;Tomáš;Stařecký;Mgr.;;55;státní úředník, hvězdář a zvoník;Praha;1;99;166;A;202;0;0,65;N;0;34;
1;7;36;Pavel;Dobeš;Mgr.;;35;ředitel GNSS Centra Excellence;Praha;1;99;166;A;268;0;0,86;N;0;35;
1;8;1;Marta;Semelová;Mgr.;;57;poslankyně Parlamentu České republiky;Praha;1;47;47;A;2052;7,28;7,28;N;0;2;
1;8;2;Jiří;Dolejš;Ing.;;56;poslanec Parlamentu České republiky;Praha;1;47;47;A;4124;14,64;14,64;A;1;0;
1;8;3;Josef;Skála;PhDr.;CSc.;65;místopředseda Ústředního výboru KSČM;Praha;1;47;47;A;2631;9,34;9,34;N;0;1;
1;8;4;Ivan;Hrůza;JUDr.;;63;podnikový právník;Praha;1;47;47;A;1271;0;4,51;N;0;3;
1;8;5;Petr;Šimůnek;;;52;1. místopředseda Ústředního výboru KSČM;Praha;1;47;47;A;1265;0;4,49;N;0;4;
1;8;6;Milan;Krajča;;;34;rodičovská dovolená;Praha;1;47;47;A;602;0;2,13;N;0;5;
1;8;7;Lubomír;Ledl;JUDr.;;65;poradce ústavního činitele;Praha;1;74;47;A;601;0;2,13;N;0;6;
1;8;8;Miroslava;Moučková;PhDr.;;63;novinářka a spisovatelka;Praha;1;47;47;A;600;0;2,13;N;0;7;
1;8;9;Karel;Skoupil;;;64;krizový manažer;Praha;1;47;47;A;103;0;0,36;N;0;8;
1;8;10;Jana;Čunátová;Ing.;;72;ekonomka;Praha;1;47;47;A;320;0;1,13;N;0;9;
1;8;11;Jiří;Pěnčík;;;44;obchodní zástupce;Praha;1;47;47;A;221;0;0,78;N;0;10;
1;8;12;Josef;Gottwald;;;46;předseda Obvodního výboru KSČM;Nemojany;593397;47;47;A;471;0;1,67;N;0;11;
1;8;13;Vladislav;Kopal;;;63;jednatel obchodní společnosti;Praha;1;47;47;A;80;0;0,28;N;0;12;
1;8;14;Helena;Briardová;PhDr.;;70;novinářka;Praha;1;47;47;A;140;0;0,49;N;0;13;
1;8;15;Milan;Macek;RNDr.;CSc.;60;ředitel obchodní akademie;Praha;1;47;47;A;252;0;0,89;N;0;14;
1;8;16;Čestmír;Kubát;JUDr.;CSc.;61;advokát;Praha;1;47;47;A;396;0;1,4;N;0;15;
1;8;17;Marcela;Fraňková;;;55;referentka právních činností;Praha;1;47;47;A;212;0;0,75;N;0;16;
1;8;18;Pavel;Ambrož;;;59;odborný referent České správy soc. zabezpečení;Praha;1;47;47;A;330;0;1,17;N;0;17;
1;8;19;Lukáš;Vrobel;;;29;dispečer dopravy;Úvaly;538957;47;47;A;528;0;1,87;N;0;18;
1;8;20;Jiřina;Křížková;Bc.;;52;speciální pedagožka;Praha;1;47;47;A;210;0;0,74;N;0;19;
1;8;21;Vladimír;Chaloupka;Ing.;;59;pracovník advokátní kanceláře;Praha;1;47;47;A;96;0;0,34;N;0;20;
1;8;22;Pavel;Franěk;Ing.;;71;specialista v oblasti cestovního ruchu;Praha;1;47;47;A;52;0;0,18;N;0;21;
1;8;23;Rudolf;Roub;PhDr.;;68;psycholog;Praha;1;47;47;A;65;0;0,23;N;0;22;
