OBVOD;CKAND;VSTRANA;JMENO;PRIJMENI;TITULPRED;TITULZA;VEK;POVOLANI;BYDLISTEN;BYDLISTEK;PSTRANA;NSTRANA;PLATNOST;HLASY_K1;PROC_K1;URIZ_PR_K1;ZVOLEN_K1;LOS_K1;HLASY_K2;PROC_K2;URIZ_PR_K2;ZVOLEN_K2;LOS_K2;NAZEV_VS
14;8;2;"Marie";"Paukejová";"Ing.";"";63;"sociálnì právní poradkynì, ekonomka, pøeds. spolku";"Èeské Budìjovice";544256;99;2;"A";1082;2.47;2.47920628737712;0;0;0;0;0;0;0;"Èeská strana národnì sociální"
17;1;1114;"Ivan";"David";"MUDr.";"CSc.";66;"lékaø";"Praha";1;99;1114;"A";2318;5.46;5.4683998207082;0;0;0;0;0;0;0;"Svoboda a pøímá demokracie - Tomio Okamura (SPD)"
17;2;791;"Jiøí";"Nouza";"Ing.";"";55;"ekonom, námìstek primátora Prahy 2013-2014";"Praha";1;99;791;"A";1147;2.7;2.70589067918563;0;0;0;0;0;0;0;"Pro Prahu"
17;3;80;"Aleš";"Gerloch";"prof. JUDr.";"CSc.";63;"vysokoškolskı profesor";"Praha";1;99;80;"A";3832;9.04;9.04008115312934;0;0;0;0;0;0;0;"Nezávislı kandidát"
17;4;1426;"Eva";"Tylová";"Ing.";"";58;"zastupitelka MÈ Praha 12";"Praha";1;99;720;"A";6828;16.1;16.10795253485574;2;0;4188;21.91;21.9186685507929;0;0;"Piráti s podporou LES"
17;5;80;"Pavel";"Fischer";"";"";53;"diplomat";"Praha";1;99;80;"A";20342;47.98;47.9888650357404;2;0;14919;78.08;78.08133144920709;1;0;"Nezávislı kandidát"
17;6;768;"Ivan";"Pilnı";"Ing.";"";74;"bıvalı ministr financí, podnikatel v IT";"Praha";1;768;768;"A";5304;12.51;12.51268017646087;0;0;0;0;0;0;0;"ANO 2011"
17;7;7;"František";"Dobšík";"Mgr.";"";55;"pøedseda Èeskomoravského odb. svazu prac. školství";"Praha";1;99;7;"A";933;2.2;2.20104272334803;0;0;0;0;0;0;0;"Èeská strana sociálnì demokratická"
17;8;47;"Marta";"Semelová";"Mgr.";"";58;"uèitelka, pøedsedkynì Krajského vıboru KSÈM Praha";"Praha";1;47;47;"A";1685;3.97;3.97508787657175;0;0;0;0;0;0;0;"Komunistická strana Èech a Moravy"
20;1;53;"Martin";"Dvoøák";"Ing.";"";58;"organizátor sportovních akcí";"Praha";1;99;53;"A";4868;12.44;12.44694451546918;0;0;0;0;0;0;0;"Obèanská demokratická strana"
20;2;1409;"Jiøí";"Drahoš";"prof. Ing.";"DrSc.";69;"VŠ pedagog, emeritní pøedseda AV ÈR";"Praha";1;99;166;"A";20595;52.65;52.65916645359243;1;0;0;0;0;0;0;"Jiøí Drahoš, nezávislı kandidát za koalici"
20;3;1176;"Benjamin Miloslav";"Kuras";"";"";74;"spisovatel";"Praha";1;99;1176;"A";2801;7.16;7.16185118895423;0;0;0;0;0;0;0;"REALISTÉ"
20;4;768;"Eva";"Syková";"prof. MUDr.";"DrSc.";74;"senátorka";"Praha";1;99;768;"A";5110;13.06;13.06571209409358;0;0;0;0;0;0;0;"ANO 2011"
20;5;7;"Miroslava";"Skovajsová";"MUDr.";"Ph.D.";61;"lékaøka";"Praha";1;99;7;"A";3058;7.81;7.81897212989005;0;0;0;0;0;0;0;"Èeská strana sociálnì demokratická"
