OBVOD;CKAND;VSTRANA;JMENO;PRIJMENI;TITULPRED;TITULZA;VEK;POVOLANI;BYDLISTEN;BYDLISTEK;PSTRANA;NSTRANA;PLATNOST;HLASY_K1;PROC_K1;URIZ_PR_K1;ZVOLEN_K1;LOS_K1;HLASY_K2;PROC_K2;URIZ_PR_K2;ZVOLEN_K2;LOS_K2;NAZEV_VS
55;1;1265;"Petra";"Rédová Fajmonová";"";"";46;"zdravotní sestra";"Brno";3;1265;1265;"A";3971;8.07;8.0768839621682;0;0;0;0;0;0;0;"Právo Respekt Odbornost"
55;2;166;"Radomír";"Pavlíèek";"";"";61;"starosta, pøedseda výboru pro regionální rozvoj JMK";"Železné";584274;166;166;"A";6988;14.21;14.21336316485304;0;0;0;0;0;0;0;"STAROSTOVÉ A NEZÁVISLÍ"
55;3;1520;"Pavel";"Trèala";"";"";44;"organizátor lyžaøských zájezdù, cestovatel, horolezec";"Brno";3;1190;1190;"A";2925;5.94;5.94935421539713;0;0;0;0;0;0;0;"Koalice Moravského zemského hnutí a politické strany Moravané"
55;4;768;"Boøek";"Semrád";"MUDr.";"";60;"lékaø, øeditel nemocnice";"Lelekovice";583286;99;768;"A";12887;26.21;26.21173599105054;2;0;11294;47.2;47.20190579679859;0;0;"ANO 2011"
55;5;1114;"Tomáš";"Kotas";"akad. arch.";"";61;"architekt";"Brno";3;1114;1114;"A";4359;8.86;8.86606325638157;0;0;0;0;0;0;0;"Svoboda a pøímá demokracie (SPD)"
55;6;1327;"Tomáš";"Töpfer";"doc. MgA.";"";71;"herec, režisér, divadelní pedagog";"Praha";1;99;53;"A";14866;30.23;30.23695718498932;2;0;12633;52.79;52.7980942032014;1;0;"Koalice SPOLU"
55;7;47;"Bohumil";"Smutný";"Ing.";"BA";43;"manažer mikroregionu Ivanèicko";"Ivanèice";583120;47;47;"A";3169;6.44;6.44564222516017;0;0;0;0;0;0;0;"Komunistická strana Èech a Moravy"
58;1;1511;"Jiøí";"Dušek";"Mgr.";"Ph.D.";51;"hvìzdáø, øeditel Hvìzdárny a planetária Brno, senátor";"Brno";3;99;53;"A";10383;29.27;29.27427540318033;2;0;10544;62.91;62.91920276882682;1;0;"Brno je mùj vesmír"
58;2;1187;"Petr";"Kunc";"Ing.";"";44;"místostarosta mìstské èásti Brno-Židenice, autorizovaný inženýr";"Brno";3;99;1187;"A";3493;9.84;9.8483139731589;0;0;0;0;0;0;0;"SEN 21"
58;3;1221;"Lucie";"Zajícová";"";"";59;"jednatelka firmy, prezidentka spolku Obrození";"Brno";3;99;1221;"A";634;1.78;1.78752678470734;0;0;0;0;0;0;0;"DOMOV"
58;4;1541;"Zdenìk";"Koudelka";"doc. JUDr.";"Ph.D.";53;"vysokoškolský uèitel, právník";"Brno";3;1227;1227;"A";5082;14.32;14.3284087064396;0;0;0;0;0;0;0;"Koalice SPD, Trikolora, Moravané"
58;5;1058;"Michal";"Sedláèek";"prof. Ing. arch.";"";59;"hlavní architekt mìsta Brna";"Brno";3;99;721;"A";6442;18.16;18.16285102063832;0;0;0;0;0;0;0;"SPOLEÈNÌ – TOP 09, KDU-ÈSL"
58;6;768;"Petr";"Vokøál";"Ing.";"";58;"bývalý primátor, podnikatel";"Brno";3;99;768;"A";9434;26.59;26.59862411187549;2;0;6214;37.08;37.08079723117317;0;0;"ANO 2011"
61;1;83;"Ctirad";"Musil";"MUDr. Mgr.";"";44;"lékaø";"Dolní Nìtèice";569259;83;83;"A";954;2.23;2.23576283102882;0;0;0;0;0;0;0;"Moravané"
61;2;1265;"Petr";"Vrána";"Mgr.";"";43;"øeditel Základní školy a Mateøské školy Troubky";"Tovaèov";519146;99;1265;"A";2290;5.36;5.36676822123271;0;0;0;0;0;0;0;"Právo Respekt Odbornost"
61;3;166;"Michal";"Malacka";"JUDr. Mag. iur.";"Ph.D., MBA";49;"VŠ pedagog, právník";"Olomouc";500496;99;166;"A";2399;5.62;5.62221701429575;0;0;0;0;0;0;0;"STAROSTOVÉ A NEZÁVISLÍ"
61;4;768;"Milan";"Brázdil";"MUDr.";"";59;"lékaø záchranné služby Olomouc, poslanec PÈR";"Olomouc";500496;768;768;"A";13851;32.46;32.460745254277;2;0;9820;39.92;39.92194487356695;0;0;"ANO 2011"
61;5;1;"Lumír";"Kantor";"MUDr.";"Ph.D.";60;"senátor a primáø Novorozeneckého oddìlení FN Olomouc";"Olomouc";500496;99;1;"A";11121;26.06;26.06280759315678;2;0;14778;60.07;60.07805512643304;1;0;"KDU-ÈSL"
61;6;720;"Václav";"Ranc";"doc. RNDr.";"Ph.D.";40;"vìdecký pracovník, vysokoškolský pedagog";"Bohuòovice";500852;720;720;"A";2946;6.9;6.90414811342863;0;0;0;0;0;0;0;"Èeská pirátská strana"
61;7;53;"Èestmír";"Neoral";"prof. MUDr.";"CSc.";69;"chirurg, vysokoškolský uèitel";"Olomouc";500496;53;53;"A";4871;11.41;11.41551441293648;0;0;0;0;0;0;0;"Obèanská demokratická strana"
61;8;1227;"Zuzana";"Majerová";"";"";50;"politièka, pøekladatelka";"Bukovany";552402;1227;1227;"A";4238;9.93;9.93203655964377;0;0;0;0;0;0;0;"Trikolora"
64;1;47;"Ladislav";"Šupina";"";"";51;"podnikatel";"Krnov";597520;47;47;"A";2437;7.24;7.24306009629673;0;0;0;0;0;0;0;"Komunistická strana Èech a Moravy"
64;2;1327;"Pavla";"Löwenthalová";"MVDr.";"";52;"soukromý zemìdìlec";"Krnov";597520;1;1;"A";4367;12.97;12.97925459192771;0;0;0;0;0;0;0;"SPOLU"
64;3;88;"Ludìk";"Šarman";"Ing.";"";63;"krizový manažer";"Bruntál";597180;99;88;"A";2510;7.46;7.4600249658206;0;0;0;0;0;0;0;"NEZÁVISLÍ"
64;4;1227;"Miroslava";"Hustáková";"JUDr.";"";56;"advokátka";"Malá Morávka";597601;99;1227;"A";3057;9.08;9.08577542649943;0;0;0;0;0;0;0;"Trikolora"
64;5;768;"Ladislav";"Václavec";"MUDr.";"";55;"lékaø";"Krnov";597520;99;768;"A";19804;58.85;58.85989419247458;1;0;0;0;0;0;0;"ANO 2011"
64;6;1245;"Antonín";"Stanìk";"doc. Mgr.";"Ph.D.";56;"vysokoškolský uèitel";"Olomouc";500496;99;1245;"A";1471;4.37;4.37199072698091;0;0;0;0;0;0;0;"PØÍSAHA - obèanské hnutí Roberta Šlachty"
67;1;768;"Jaromír";"Radkovský";"PhDr.";"MBA";54;"øeditel letištì";"Nový Jièín";599191;768;768;"A";12865;28.56;28.56476752964163;2;0;9726;49.2;49.20819630660258;0;0;"ANO 2011"
67;2;1227;"Jan";"Mužík";"Mgr.";"";65;"emeritní øeditel ZŠ";"Kopøivnice";599565;1227;1227;"A";2455;5.45;5.45095252897553;0;0;0;0;0;0;0;"Trikolora"
67;3;5;"Petr";"Orel";"";"";63;"senátor";"Nový Jièín";599191;5;5;"A";8828;19.6;19.60122563168879;0;0;0;0;0;0;0;"Strana zelených"
67;4;1327;"Ivana";"Váòová";"";"MBA";53;"starostka obce";"Moøkov";599689;1;1;"A";9598;21.31;21.3108930236689;2;0;10039;50.79;50.79180369339741;1;0;"SPOLU (ODS + KDU-ÈSL + TOP 09)"
67;5;1114;"Pavel";"Liška";"";"";51;"oblastní manažer";"Nový Jièín";599191;1114;1114;"A";5436;12.06;12.06980771792708;0;0;0;0;0;0;0;"Svoboda a pøímá demokracie (SPD)"
67;6;7;"Dana";"Váhalová";"Mgr.";"";56;"ministerský rada";"Starý Jièín";599905;7;7;"A";2567;5.69;5.69963142235445;0;0;0;0;0;0;0;"Èeská strana sociálnì demokratická"
67;7;80;"Leo";"Luzar";"Ing. et Ing.";"Ph.D.";57;"nestranný a nezávislý zapsaný mediátor øešící spory v rodinách i firmách";"Nový Jièín";599191;99;80;"A";3289;7.3;7.30272214574359;0;0;0;0;0;0;0;"Nezávislý Kandidát"
70;2;159;"Radoslav";"Štìdroò";"RNDr.";"";67;"OSVÈ, geograf";"Ostrava";4;159;159;"A";396;1.19;1.19767723203484;0;0;0;0;0;0;0;"Strana státu pøímé demokracie - Strana práce"
70;3;1327;"Zdenìk";"Nytra";"Ing.";"";60;"senátor PÈR";"Ostrava";4;53;53;"A";8405;25.42;25.42039680619404;2;0;7215;51.53;51.53203342618384;1;0;"Koalice SPOLU"
70;4;785;"Liana";"Janáèková";"Ing. arch.";"";68;"bývalá senátorka, projektantka";"Ostrava";4;99;785;"A";4276;12.93;12.93249455601258;0;0;0;0;0;0;0;"Zdraví Sport Prosperita"
70;5;768;"Miroslav";"Antl";"JUDr.";"";67;"advokát a vysokoškolský pedagog";"Hradec Králové";569810;99;768;"A";7452;22.53;22.53810791192838;2;0;6786;48.46;48.46796657381615;0;0;"ANO 2011"
70;6;1114;"Peter";"Harvánek";"Ing.";"";48;"regionální øeditel ve finanèním sektoru";"Ostrava";4;1114;1114;"A";4312;13.04;13.04137430437938;0;0;0;0;0;0;0;"Svoboda a pøímá demokracie (SPD)"
70;7;166;"Patrik";"Hujdus";"Mgr.";"";45;"starosta";"Ostrava";4;88;166;"A";3581;10.83;10.83051052504234;0;0;0;0;0;0;0;"STAROSTOVÉ A NEZÁVISLÍ"
70;8;1265;"Hana";"Zelená";"MUDr.";"Ph.D.";53;"mikrobioložka a viroložka, pøedsedkynì Sdružení mikrobiologù, imunologù a statistikù (SMIS)";"Ostrava";4;99;1265;"A";4642;14.03;14.03943866440842;0;0;0;0;0;0;0;"Právo Respekt Odbornost"
73;1;1061;"Daniel";"Pawlas";"";"";46;"živnostník";"Havíøov";555088;99;1061;"A";1040;3.12;3.12546957175056;0;0;0;0;0;0;0;"DOMA"
73;2;1327;"Stanislav";"Folwarczny";"Mgr.";"";59;"námìstek hejtmana";"Èeský Tìšín";598933;53;53;"A";10594;31.83;31.83771600300525;2;0;7228;49.01;49.01335864921678;0;0;"Koalice SPOLU"
73;4;1452;"Zdenìk";"Matušek";"MUDr. Mgr.";"MBA";44;"lékaø";"Tøinec";598810;99;768;"A";14087;42.33;42.3350864012021;2;0;7519;50.98;50.98664135078321;1;0;"Koalice ANO 2011 a Èeské strany sociálnì demokratické"
73;5;1179;"Gina";"Horylová";"";"";64;"dùchodce";"Èeladná";598071;99;1179;"A";974;2.92;2.92712246431254;0;0;0;0;0;0;0;"BEZPEÈNOST, ODPOVÌDNOST, SOLIDARITA"
73;6;1278;"Petr";"Hamrozi";"";"";41;"øeditel muzea Bible";"Jablunkov";598259;1278;1278;"A";2822;8.48;8.480841472577;0;0;0;0;0;0;0;"Hnutí NEJ"
73;7;88;"Petr";"Gawlas";"";"";60;"øeditel spoleènosti, emeritní senátor";"Jablunkov";598259;99;88;"A";3758;11.29;11.29376408715251;0;0;0;0;0;0;0;"NEZÁVISLÍ"
76;1;166;"Rudolf";"Seifert";"Mgr.";"";62;"starosta mìsta Holešov, zastupitel Zlínského kraje";"Holešov";588458;99;166;"A";7262;17.44;17.44834214320038;0;0;0;0;0;0;0;"STAROSTOVÉ A NEZÁVISLÍ"
76;2;1114;"Stanislav";"Skála";"Ing.";"";71;"pøedseda správní rady enviromentálního ústavu, bývalý øeditel Krajského odboru Ministerstva zemìdìlství ÈR";"Zlín";585068;1114;1114;"A";3074;7.38;7.38587217683805;0;0;0;0;0;0;0;"Svoboda a pøímá demokracie (SPD)"
76;3;768;"Lucie";"Pluhaøová";"Ing. Mgr.";"";41;"jednatelka spoleènosti";"Zlín";585068;768;768;"A";8721;20.95;20.95386833253243;2;0;8798;49.34;49.34657019462673;0;0;"ANO 2011"
76;4;7;"Olga";"Sehnalová";"MUDr.";"MBA";53;"námìstkynì hejtmana Zlínského kraje pro zdravotnictví, lékaøka";"Kromìøíž";588296;99;7;"A";7085;17.02;17.02306583373378;0;0;0;0;0;0;0;"Èeská strana sociálnì demokratická"
76;5;1327;"Šárka";"Jelínková";"Mgr.";"";54;"senátorka";"Bystøice pod Hostýnem";588393;1;1;"A";7624;18.31;18.31811629024507;0;0;0;0;0;0;0;"SPOLU (ODS + KDU-ÈSL + TOP 09)"
76;6;88;"Jana";"Zwyrtek Hamplová";"Mgr.";"";57;"advokátka";"Mohelnice";558079;99;88;"A";7854;18.87;18.87073522345026;2;0;9031;50.65;50.65342980537326;1;0;"NEZÁVISLÍ"
79;1;166;"Antonín";"Kuchaø";"Bc.";"";50;"místostarosta mìsta";"Kyjov";586307;99;166;"A";6464;14.66;14.66690869486295;0;0;0;0;0;0;0;"STAROSTOVÉ A NEZÁVISLÍ"
79;2;1327;"Eva";"Rajchmanová";"Ing.";"";51;"starostka obce";"Dolní Bojanovice";586137;1;1;"A";12545;28.46;28.46478489744055;2;0;11647;51.61;51.6130461756625;1;0;"SPOLU (ODS + KDU-ÈSL + TOP 09)"
79;3;768;"Ladislava";"Branèíková";"PhDr.";"";58;"øeditelka Centra služeb pro seniory Kyjov, p. o.";"Vracov";586765;99;768;"A";12211;27.7;27.70693410782356;2;0;10919;48.38;48.38695382433749;0;0;"ANO 2011"
79;4;47;"Lenka";"Ingrová";"Mgr.";"DiS.";44;"projektová manažerka, pøedsedkynì Okresního výboru Komunistické strany Èech a Moravy Hodonín";"Hodonín";586021;47;47;"A";2461;5.58;5.58404429115992;0;0;0;0;0;0;0;"Komunistická strana Èech a Moravy"
79;5;720;"Ivo";"Vašíèek";"PaedDr.";"";60;"krajský zastupitel";"Èejkovice";586102;720;720;"A";1515;3.43;3.4375567253585;0;0;0;0;0;0;0;"Èeská pirátská strana"
79;6;1114;"Vítìzslav";"Krabièka";"JUDr.";"";63;"advokát, zastupitel mìsta Hodonína";"Hodonín";586021;1114;1114;"A";5245;11.9;11.90098021419495;0;0;0;0;0;0;0;"Svoboda a pøímá demokracie (SPD)"
79;7;1520;"Zbynìk";"Pastyøík";"Ing.";"MBA";41;"starosta obce Damboøice";"Damboøice";586129;99;1190;"A";3631;8.23;8.23879106915955;0;0;0;0;0;0;0;"Koalice Moravského zemského hnutí a politické strany Moravané"
