KSTRANA;VSTRANA;NAZEVCELK;NAZEV_STRK;ZKRATKAK30;ZKRATKAK8;POCSTRVKO;SLOZENI;STAVREG;PLATNOST;SLOZNEPLAT;POCMANDCR;CPU
18;349;Koalice pro Královéhradecký kraj - KDU-ČSL - HDK - VPM;Koalice pro KHK - KDU-ČSL - HDK - VPM;Koalice pro KHK - KDU-ČSL-VPM;Koal_KHK;2;001,113;2222220222222;0;;7
19;598;SUVERENITA - blok Jany Bobošíkové, Strana zdravého rozumu;SUVERENITA - blok Jany Bobošíkové, Str.zdr.rozumu;SUVERENITA - blok JB, SZR;SBB+SZR;2;137,759;0222222222222;0;;0
20;83;Moravané;Moravané;Moravané;M;1;083;2022222000000;0;;0
21;700;SUVERENITA - Blok Jany Bobošíkové pro JIHOČESKÝ KRAJ;SUVERENITA-Blok Jany Bobošíkové pro JIHOČESKÝ KRAJ;SUVERENITA - Blok JB pro JCK;SBB+SDŽ;2;155,759;2022222222222;0;;0
22;764;Národní socialisté - levice 21. století;Národní socialisté - levice 21. století;Nár.socialisté-levice 21.stol.;NÁR.SOC.;1;764;0000000000000;0;;0
23;703;Starostové pro Liberecký kraj;Starostové pro Liberecký kraj;Starostové pro Liberecký kraj;SLK;1;703;2222202222222;0;;13
24;121;NÁRODNÍ PROSPERITA;NÁRODNÍ PROSPERITA;NÁRODNÍ PROSPERITA;NP;1;121;2222202222222;0;;0
25;700;SUVERENITA - Blok Jany Bobošíkové - PRO MORAVSKOSLEZSKÝ KRAJ;SUVERENITA - Blok JB - PRO MORAVSKOSLEZSKÝ KRAJ;SUVERENITA - Blok JB pro MSK;SBB+SDŽ;2;155,759;2222222222220;0;;0
26;88;NEZÁVISLÍ;NEZÁVISLÍ;NEZÁVISLÍ;NEZ;1;088;2222222020000;0;;5
27;587;Koalice Strany soukromníků České republiky a Konzervativní strany;Koalice KONS a SsČR;Koalice KONS a SsČR;KONSSsČR;2;024,716;2222222222220;0;;0
28;698;Východočeši;Východočeši;Východočeši;ČSR+VČ;2;756,770;2222222022222;0;;0
29;659;TOP 09 a Starostové pro Středočeský kraj;TOP 09 a Starostové pro Středočeský kraj;TOP 09 a Starostové pro STČ;TOP+STAN;2;166,721;0222222222222;0;;10
30;144;Věci veřejné;Věci veřejné;Věci veřejné;VV;1;144;0020220220222;0;;0
12;585;Koalice KDU-ČSL a SsČR;Koalice KDU-ČSL a SsČR;Koalice KDU-ČSL a SsČR;KDUČSLSs;2;001,716;2222202222222;0;;0
13;169;Folklor i Společnost;Folklor i Společnost;Folklor i Společnost;FiS;1;169;2222222220222;0;;0
14;103;Strana pro otevřenou společnost;Strana pro otevřenou společnost;Str.pro otevřenou společnost;SOS;1;103;2222202222222;0;;0
15;578;KOALICE PRO KARLOVARSKÝ KRAJ;KOALICE PRO KARLOVARSKÝ KRAJ;KOALICE PRO KARLOVARSKÝ KRAJ;Koal_KVK;3;001,005,743;2220222222222;0;;0
16;716;Strana soukromníků České republiky;Strana soukromníků České republiky;Strana soukromníků ČR;SsČR;1;716;0220020000022;0;;0
31;597;ZMĚNA 2012;ZMĚNA 2012;ZMĚNA 2012;ZMEN2012;2;002,040;0222222222222;0;;0
32;659;TOP 09 a Starostové pro Ústecký kraj;TOP 09 a Starostové pro Ústecký kraj;TOP 09 a Starostové pro Úst.kr;TOP+STAN;2;166,721;2222022222222;0;;0
33;659;TOP 09 a Starostové pro Jihočeský kraj;TOP 09 a Starostové pro Jihočeský kraj;TOP 09 a Starostové pro JHČ;TOP+STAN;2;166,721;2022222222222;0;;3
34;775;ZVUK 2012;ZVUK 2012;ZVUK 2012;ZVUK2012;1;775;2222222222202;0;;0
35;782;"Sdružení sportů České republiky";"Sdružení sportů České republiky";"Sdružení sportů České repub.";SSČR.CZ;1;782;2222222022222;0;;0
36;659;TOP 09 a Starostové pro Vysočinu;TOP 09 a Starostové pro Vysočinu;TOP 09 a Starostové pro Vys.;TOP+STAN;2;166,721;2222222202222;0;;2
37;140;Balbínova poetická strana;Balbínova poetická strana;Balbínova poetická strana;BPS;1;140;2202222222222;0;;0
38;581;Koalice SNK ED a SZSP;Koalice SNK ED a SZSP;Koalice SNK ED a SZSP;NKEDSZSP;2;129,142;2222022222222;0;;0
39;700;SUVERENITA - Blok Jany Bobošíkové pro VYSOČINU;SUVERENITA - Blok Jany Bobošíkové pro VYSOČINU;SUVERENITA - Blok JB pro VYS.;SBB+SDŽ;2;155,759;2222222202222;0;;0
40;704;Severočeši.cz;Severočeši.cz;Severočeši.cz;S.cz;1;704;2222022222222;0;;9
41;588;Lékaři a odborníci za ozdravení kraje;Lékaři a odborníci za ozdravení kraje;Lékaři a odbor. za ozdr. kraje;ZHN+Dokt;2;109,701;2222222222202;0;;0
42;659;TOP 09 a Starostové pro Olomoucký kraj;TOP 09 a Starostové pro Olomoucký kraj;TOP 09 a Starostové pro Ol.k.;TOP+STAN;2;166,721;2222222222022;0;;4
43;47;Komunistická strana Čech a Moravy;Komunistická strana Čech a Moravy;Komunistická str.Čech a Moravy;KSČM;1;047;0000000000000;0;;182
44;700;SUVERENITA - Blok Jany Bobošíkové - ZMĚNA PRO JIŽNÍ MORAVU;SUVERENITA - Blok JB - ZMĚNA PRO JIŽNÍ MORAVU;SUVERENITA - Blok JB pro JMK;SBB+SDŽ;2;155,759;2222222220222;0;;0
45;197;NESPOKOJENÍ OBČANÉ!;NESPOKOJENÍ OBČANÉ!;NESPOKOJENÍ OBČANÉ!;NO!;1;197;2222022222222;0;;0
46;772;HNUTÍ ODBORNÍKŮ ZA ZLÍNSKÝ KRAJ;HNUTÍ ODBORNÍKŮ ZA ZLÍNSKÝ KRAJ;HNUTÍ ODBORNÍKŮ ZA ZLÍN.KRAJ;HOZK;1;772;2222222222202;0;;0
47;776;PATRIOTI;PATRIOTI;PATRIOTI;PATRIOTI;1;776;2222220222222;0;;0
48;659;TOP 09 a Starostové pro Jihomoravský kraj;TOP 09 a Starostové pro Jihomoravský kraj;TOP 09 a Starostové pro JMK;TOP+STAN;2;166,721;2222222220222;0;;5
49;586;SUVERENITA - Blok Jany Bobošíkové pro LIBERECKÝ KRAJ;SUVERENITA - Blok Jany Bobošíkové pro LBC. KRAJ;SUVERENITA - Blok JB pro LBK;SBB+KONS;2;024,759;2222202222222;0;;0
50;702;ALTERNATIVA;ALTERNATIVA;ALTERNATIVA;ALTER;1;702;2220222222222;0;;4
51;5;Strana zelených;Strana zelených;Strana zelených;SZ;1;005;0002222000200;0;;0
52;773;Středočeši2012.cz;Středočeši2012.cz;Středočeši2012.cz;S2012;1;773;0222222222222;0;;0
53;600;Dělnická strana sociální spravedlnosti - STOP NEPŘIZPŮSOBIVÝM!;Děln.str.soc.spravedlnosti - STOP NEPŘIZPŮSOBIVÝM!;DSSS-STOP NEPŘIZPŮSOBIVÝM!;DSSS+SPE;2;156,761;2000000022200;0;;0
65;736;REPUBLIKÁNSKÁ STRANA ČECH, MORAVY A SLEZSKA;REPUBLIKÁNSKÁ STRANA ČECH, MORAVY A SLEZSKA;REPUBL.STR.ČECH,MORAVY A SLEZ.;RSČMS;1;736;2022222220000;0;;0
66;593;Pro Vysočinu;Pro Vysočinu;Pro Vysočinu;Pro_VYS;2;129,181;2222222202222;0;;3
67;2;Česká strana národně sociální;Česká strana národně sociální;Česká strana národně sociální;ČSNS;1;002;2222000202222;0;;0
68;343;Koalice KDU-ČSL, SNK ED a nezávislí kandidáti;Koalice KDU-ČSL, SNK ED a nezávislí kandidáti;Koalice KDU-ČSL, SNK a nez.;KDUČSLED;2;001,129;0222222222222;0;;0
69;584;ZMĚNA PRO LIBERECKÝ KRAJ;ZMĚNA PRO LIBERECKÝ KRAJ;ZMĚNA PRO LIBERECKÝ KRAJ;SZ+Změna;2;005,771;2222202222222;0;;10
70;53;Občanská demokratická strana;Občanská demokratická strana;Občanská demokratická strana;ODS;1;053;0000000000000;0;;102
71;770;VÝCHODOČEŠI;VÝCHODOČEŠI;VÝCHODOČEŠI;VČ;1;770;2222220222222;0;;4
72;783;Česká strana selského rozumu;Česká strana selského rozumu;Česká strana selského rozumu;Čssr;1;783;2222202222222;0;;0
73;591;Koalice pro Plzeňský kraj;Koalice pro Plzeňský kraj;Koalice pro Plzeňský kraj;Koal_PLK;3;001,181,716;2202222222222;0;;0
74;584;Změna pro Královéhradecký kraj;Změna pro Královéhradecký kraj;Změna pro Královéhradecký kraj;SZ+Změna;2;005,771;2222220222222;0;;0
75;779;Starostové pro občany;Starostové pro občany;Starostové pro občany;STO;1;779;2222222202222;0;;0
76;659;Starostové a TOP 09 pro Zlínský kraj;Starostové a TOP 09 pro Zlínský kraj;STAN a TOP 09 pro Zl. kraj;TOP+STAN;2;166,721;2222222222202;0;;5
77;714;Strana svobodných občanů;Strana svobodných občanů;Strana svobodných občanů;Svobodní;1;714;0000000000000;0;;0
78;167;Hnutí na podporu dobrovolných hasičů a dalších dobrovolníků;Hnutí na podporu dobrov.hasičů a dal.dobrovolníků;Hn.na podporu dobrovol.hasičů;HNPD;1;167;0222222222220;0;;0
79;659;TOP 09 a Starostové pro Pardubický kraj;TOP 09 a Starostové pro Pardubický kraj;TOP 09 a Starostové pro PAK;TOP+STAN;2;166,721;2222222022222;0;;3
80;156;Dělnická strana sociální spravedlnosti;Dělnická strana sociální spravedlnosti;Dělnic.str.sociální spravedl.;DSSS;1;156;0222222200022;0;;0
81;580;Protest - nevolím parlamentní strany;Protest - nevolím parlamentní strany;Protest-nevolím parlam.strany;Protest;3;159,718,762;2222222222220;0;;0
82;24;Konzervativní strana;Konzervativní strana;Konzervativní strana;KONS;1;024;2222222220222;0;;0
83;93;Komunistická strana Československa;Komunistická strana Československa;Komunistická str.Českosloven.;KSČ;1;093;0222022022220;0;;0
84;1;Křesťanská a demokratická unie - Československá strana lidová;Křesťan.a demokrat.unie-Českosl.strana lidová;Křesť.demokr.unie-Čs.str.lid.;KDU-ČSL;1;001;2022222200200;0;;42
85;129;SNK Evropští demokraté;SNK Evropští demokraté;SNK Evropští demokraté;SNK ED;1;129;2222200222222;0;;0
86;659;TOP 09 a Starostové pro Moravskoslezský kraj;TOP 09 a Starostové pro Moravskoslezský kraj;TOP 09 a Starostové pro MSK;TOP+STAN;2;166,721;2222222222220;0;;0
87;303;Koalice pro Olomoucký kraj společně se starosty;Koalice pro Olomoucký kraj společně se starosty;Koalice pro Ol.kr. se starosty;Koal_OlK;2;001,005;2222222222022;0;;8
88;774;"UNP-STŘEDOČEŠI 2012";"UNP-STŘEDOČEŠI 2012";"UNP-STŘEDOČEŠI 2012";UNP-STŘČ;1;774;0222222222222;0;;0
89;163;NEZÁVISLÁ VOLBA;NEZÁVISLÁ VOLBA;NEZÁVISLÁ VOLBA;NV;1;163;2222222222022;0;;0
90;780;Nová budoucnost pro Liberecký kraj;Nová budoucnost pro Liberecký kraj;Nová budoucn.pro Liberecký kr.;NBPLK;1;780;2222202222222;0;;0
91;582;Strana Práv Občanů ZEMANOVCI - Češi;Strana Práv Občanů ZEMANOVCI - Češi;SPO ZEMANOVCI - Češi;SPOZČeši;2;724,777;0222222222222;0;;0
92;172;NEZÁVISLÍ DEMOKRATÉ;NEZÁVISLÍ DEMOKRATÉ;NEZÁVISLÍ DEMOKRATÉ;NEZ/DEM;1;172;2222222220222;0;;0
93;720;Česká pirátská strana;Česká pirátská strana;Česká pirátská strana;Piráti;1;720;0000000000000;0;;0
