KSTRANA;VSTRANA;NAZEVCELK;NAZEV_STRK;ZKRATKAK30;ZKRATKAK8;POCSTRVKO;SLOZENI;STAVREG;PLATNOST;SLOZNEPLAT;POCMANDCR;CPU
7;98;Volte Pravý Blok-stranu za ODVOLAT.polit.,NÍZKÉ daně,VYROVN.rozp.,MIN.byrokr.,SPRAV.just.,PŘÍMOU demokr. WWW.CIBULKA.NET;Volte Pravý Blok www.cibulka.net;Volte Pr.Blok www.cibulka.net;PB;1;098;0000000000000;0;;0
54;592;SDRUŽENÍ NEZÁVISLÝCH KANDIDÁTŮ;SDRUŽENÍ NEZÁVISLÝCH KANDIDÁTŮ;SDRUŽENÍ NEZÁVISLÝCH KANDIDÁTŮ;SNKED+ML;2;129,147;2222222222220;0;;0
55;652;Koalice pro Pardubický kraj;Koalice pro Pardubický kraj;Koalice pro Pardubický kraj;KOALPAR1;3;001,129,181;2222222022222;0;;10
56;583;ZDRAVÝ KRAJ;ZDRAVÝ KRAJ;ZDRAVÝ KRAJ;MDS+ZH;2;068,752;2222222222202;0;;0
57;137;Suverenita - Strana zdravého rozumu;Suverenita-Strana zdravého rozumu;Suver.-Strana zdravého rozumu;Suveren.;1;137;2200220022222;0;;0
58;778;za Morální Očistu Regionu;za Morální Očistu Regionu;za Morální Očistu Regionu;M.O.R.;1;778;2222222222202;0;;0
59;766;"JIHOČEŠI 2012";"JIHOČEŠI 2012";"JIHOČEŠI 2012";"JIH 12";1;766;2022222222222;0;;9
60;7;Česká strana sociálně demokratická;Česká strana sociálně demokratická;Česká str.sociálně demokrat.;ČSSD;1;007;0000000000000;0;;205
61;659;TOP 09 a Starostové pro Plzeňský kraj;TOP 09 a Starostové pro Plzeňský kraj;TOP 09 a Starostové pro Plz.k.;TOP+STAN;2;166,721;2202222222222;0;;3
62;659;TOP 09 a Starostové;TOP 09 a Starostové;TOP 09 a Starostové;TOP+STAN;2;166,721;2222202222222;0;;0
63;112;HNUTÍ NEZÁVISLÝCH ZA HARMONICKÝ ROZVOJ OBCÍ A MĚST;HNUTÍ NEZÁVISLÝCH ZA HARMONICKÝ ROZVOJ OBCÍ A MĚST;HN.ZA HARM.ROZVOJ OBCÍ A MĚST;HNHRM;1;112;2220222222222;0;;5
64;589;Jihočeská koalice politických stran SNK Evropští demokraté a Strany soukromníků České republiky;Jihočeská koalice politických stran SNK ED a SsČR;Jč koalice SNK ED a SsČR;SNKED+Ss;2;129,716;2022222222222;0;;0
17;659;TOP 09 a Starostové pro Karlovarský kraj;TOP 09 a Starostové pro Karlovarský kraj;TOP 09 a Starostové pro KVK;TOP+STAN;2;166,721;2220222222222;0;;4
1;734;"Občané městu, město občanům";"Občané městu, město občanům";"Občané městu, město občanům";OMMO;1;734;2222022222222;0;;0
2;700;SUVERENITA - Blok Jany Bobošíkové - ZMĚNA PRO OLOMOUCKÝ KRAJ;SUVERENITA - Blok JB - ZMĚNA PRO OLOMOUCKÝ KRAJ;SUVERENITA - Blok JB pro OlK;SBB+SDŽ;2;155,759;2222222222022;0;;0
3;158;"Sdružení nestraníků";"Sdružení nestraníků";"Sdružení nestraníků";SN;1;158;0202222220222;0;;0
4;700;SUVERENITA - Blok Jany Bobošíkové - pro ÚSTECKÝ KRAJ;SUVERENITA - Blok Jany Bobošíkové - pro ÚST.KRAJ;SUVERENITA - Blok JB pro ÚK;SBB+SDŽ;2;155,759;2222022222222;0;;0
5;55;Koruna Česká (monarchistická strana Čech, Moravy a Slezska);Koruna Česká (monarch.str.Čech, Moravy a Slezska);Koruna Česká (monarch.strana);KČ;1;055;2222222220002;0;;0
6;700;SUVERENITA - Blok Jany Bobošíkové pro Zlínský kraj;SUVERENITA - Blok Jany Bobošíkové pro Zlínský kraj;SUVERENITA - Blok JB pro ZlK;SBB+SDŽ;2;155,759;2222222222202;0;;0
8;724;Strana Práv Občanů ZEMANOVCI;Strana Práv Občanů ZEMANOVCI;Strana Práv Občanů ZEMANOVCI;SPOZ;1;724;2000000000000;0;;7
9;599;Hnutí PRO! kraj;Hnutí PRO! kraj;Hnutí PRO! kraj;PRO!kraj;3;001,005,112;2222022222222;0;;6
10;590;SDRUŽENÍ PRO NÁŠ KRAJ - SNK;SDRUŽENÍ PRO NÁŠ KRAJ - SNK;SDRUŽENÍ PRO NÁŠ KRAJ - SNK;SNKED+AL;2;129,702;2202222222222;0;;0
11;659;TOP 09 a Starostové pro Královéhradecký kraj;TOP 09 a Starostové pro Královéhradecký kraj;TOP 09 a Starostové pro KHK;TOP+STAN;2;166,721;2222220222222;0;;5
