KRZAST;KSTRANA;VSTRANA;NAZEVCELK;NAZEV_STRK;ZKRATKAK30;ZKRATKAK8;POCSTRVKO;SLOZENI;STAVREG;PLATNOST;SLOZNEPLAT;CPU
7;1;47;Komunistická strana Čech a Moravy;Komunistická strana Čech a Moravy;Komunistická str.Čech a Moravy;KSČM;1;047;0;0;
7;3;129;SNK Evropští demokraté;SNK Evropští demokraté;SNK Evropští demokraté;SNK ED;1;129;0;0;
7;7;648;Volba pro kraj;Volba pro kraj;Volba pro kraj;VOLBA_HK;2;103,113;0;0;
7;13;88;NEZÁVISLÍ;NEZÁVISLÍ;NEZÁVISLÍ;NEZ;1;088;0;0;
7;18;5;Strana zelených;Strana zelených;Strana zelených;SZ;1;005;0;0;
7;32;137;Strana zdravého rozumu;Strana zdravého rozumu;Strana zdravého rozumu;SZR;1;137;0;0;
7;33;11;Sdružení pro republiku-Republikánská strana Československa;Sdružení pro republiku-Republikán.strana Českosl.;Sdruž.pro rep.-Republ.str.Čsl.;SPR-RSČ;1;011;0;0;
7;37;155;SDŽ - Strana důstojného života;SDŽ - Strana důstojného života;SDŽ-Strana důstojného života;SDŽ;1;155;0;0;
7;42;98;Volte Pravý Blok-stranu za ODVOLAT.polit.,NÍZKÉ daně,VYROVN.rozp.,MIN.byrokr.,SPRAV.just.,PŘÍMOU demokr. WWW.CIBULKA.NET;Volte Pravý Blok - www.cibulka.net;Volte Pr.Blok-www.cibulka.net;PB;1;098;0;0;
7;47;53;Občanská demokratická strana;Občanská demokratická strana;Občanská demokratická strana;ODS;1;053;0;0;
7;48;7;Česká strana sociálně demokratická;Česká strana sociálně demokratická;Česká str.sociálně demokrat.;ČSSD;1;007;0;0;
7;50;647;Koalice pro Královéhradecký kraj;Koalice pro Královéhradecký kraj;Koalice pro Královéhradec.kraj;KOAL_HK1;2;001,181;0;0;
8;53;632;Dělnická strana - za zrušení poplatků ve zdravotnictví;Dělnická strana-za zrušení poplatků ve zdravotn.;Děln.str.-zrušení popl.ve zdr.;DS_POPL;2;153,156;0;0;
8;54;635;Konzervativní koalice;Konzervativní koalice;Konzervativní koalice;KONZKOAL;4;021,024,055,079;0;0;
8;1;47;Komunistická strana Čech a Moravy;Komunistická strana Čech a Moravy;Komunistická str.Čech a Moravy;KSČM;1;047;0;0;
8;4;165;Strana drobných živnostníků a podnikatelů;Strana drobných živnostníků a podnikatelů;Str.drobn.živnost.a podnikat.;SDŽP;1;165;0;0;
8;8;651;S.O.S. pro kraj;S.O.S. pro kraj;S.O.S. pro kraj;S.O.S.;2;102,103;0;0;
8;9;166;"Nezávislí starostové pro kraj";"Nezávislí starostové pro kraj";"Nezáv.starostové pro kraj";"NSK";1;166;0;0;
