KRZAST;KSTRANA;VSTRANA;NAZEVCELK;NAZEV_STRK;ZKRATKAK30;ZKRATKAK8;POCSTRVKO;SLOZENI;STAVREG;PLATNOST;SLOZNEPLAT;CPU
5;48;7;Česká strana sociálně demokratická;Česká strana sociálně demokratická;Česká str.sociálně demokrat.;ČSSD;1;007;0;0;
6;57;119;Unie pro sport a zdraví;Unie pro sport a zdraví;Unie pro sport a zdraví;USZ;1;119;0;0;
6;52;2;Česká strana národně sociální;Česká strana národně sociální;Česká strana národně sociální;ČSNS;1;002;0;0;
6;53;632;Dělnická strana - za zrušení poplatků ve zdravotnictví;Dělnická strana-za zrušení poplatků ve zdravotn.;Děln.str.-zrušení popl.ve zdr.;DS_POPL;2;153,156;0;0;
6;1;47;Komunistická strana Čech a Moravy;Komunistická strana Čech a Moravy;Komunistická str.Čech a Moravy;KSČM;1;047;0;0;
6;15;703;Starostové pro Liberecký kraj;Starostové pro Liberecký kraj;Starostové pro Liberecký kraj;SLK;1;703;0;0;
6;18;5;Strana zelených;Strana zelených;Strana zelených;SZ;1;005;0;0;
6;22;626;NÁRODNÍ SOCIALISTÉ A ROZUMNÍ;NÁRODNÍ SOCIALISTÉ A ROZUMNÍ;NÁRODNÍ SOCIALISTÉ A ROZUMNÍ;NS+SZR;2;137,175;0;0;
6;29;627;Koalice pro Liberecký kraj;Koalice pro Liberecký kraj;Koalice pro Liberecký kraj;KOALLIB1;2;001,129;0;0;
6;30;103;Strana pro otevřenou společnost;Strana pro otevřenou společnost;Str.pro otevřenou společnost;SOS;1;103;0;0;
6;33;11;Sdružení pro republiku-Republikánská strana Československa;Sdružení pro republiku-Republikán.strana Českosl.;Sdruž.pro rep.-Republ.str.Čsl.;SPR-RSČ;1;011;0;0;
6;37;155;SDŽ - Strana důstojného života;SDŽ - Strana důstojného života;SDŽ-Strana důstojného života;SDŽ;1;155;0;0;
6;42;98;Volte Pravý Blok-stranu za ODVOLAT.polit.,NÍZKÉ daně,VYROVN.rozp.,MIN.byrokr.,SPRAV.just.,PŘÍMOU demokr. WWW.CIBULKA.NET;Volte Pravý Blok - www.cibulka.net;Volte Pr.Blok-www.cibulka.net;PB;1;098;0;0;
6;47;53;Občanská demokratická strana;Občanská demokratická strana;Občanská demokratická strana;ODS;1;053;0;0;
6;48;7;Česká strana sociálně demokratická;Česká strana sociálně demokratická;Česká str.sociálně demokrat.;ČSSD;1;007;0;0;
7;53;632;Dělnická strana - za zrušení poplatků ve zdravotnictví;Dělnická strana-za zrušení poplatků ve zdravotn.;Děln.str.-zrušení popl.ve zdr.;DS_POPL;2;153,156;0;0;
